"traffic_co2_index","purchasing_power_incl_rent_index",rent_index
1181.4716981132076,103.68537915321747,36.6469841489
900,84.60301803719557,28.634006453
3318.740740740741,48.28525081768795,11.0226308423
7302.909090909091,120.36217248179244,28.848365038
6937.0526315789475,100.4878476200258,36.3664981184
3210.9454545454546,99.99999999999997,100
5554.88695652174,109.92684957951946,24.5148374169
5655,80.3411744865382,18.9880352694
5554.88695652174,109.92684957951946,24.5148374169
7302.909090909091,120.36217248179244,28.848365038
7161.784615384616,118.6373082324226,75.6637532436
7361.029411764705,138.6298304477653,35.2554732163
9500,35.74087815682752,11.3212043108
5798.8,97.96183780598746,39.5008122779
8143,123.45574311283573,72.3593562631
2660,96.6741334565897,20.0234351196
1622,38.7366369588492,7.5072526415
4503.230769230769,37.75939482907931,14.204823155
2660,38.015525132979846,11.0233143832
5647.09090909091,43.33942691010697,14.0188610264
600,38.155630460232814,8.74123016713
2660,43.097619252463346,6.81241638091
5763.333333333334,24.011088572984566,20.3168377683
7813.75,58.11745883300369,19.4246194272
2561.6382978723404,78.1593262083418,32.3281797882
10370.285714285712,85.21988634099672,57.6554149249
7780.839333333334,50.21578829962967,9.08806064274
6426.307692307692,138.97203643819546,29.7665722462
3808.9090909090905,110.57445423605262,40.4855449769
5554.88695652174,109.92684957951946,24.5148374169
3620,23.645801569531105,12.3041628331
2917.5000000000005,86.88520764336623,81.1692085933
7145.254901960784,131.27397346906855,52.8292297738
6426.307692307692,138.97203643819546,29.7665722462
4786.954545454545,100.20994450633043,37.4346012715
800.7692307692307,104.31594622727147,27.5313202462
1907.04,108.33933391723517,34.2027754846
3210.9454545454546,99.99999999999997,100
4477.999999999999,36.99257596148193,27.0137148043
5564.3076923076915,68.98030521873319,5.93606632211
2734.857142857143,75.10773221674654,17.1865829141
6206.666666666666,130.97896881053487,38.2466315611
3990.25,107.06283747418273,31.3382651237
5033.538461538462,131.7688767540993,65.9672726983
17733.333333333336,95.27830326879786,15.5278562499
12856.666666666668,64.85531135877478,14.4890790187
10608.503311258277,73.23920473939664,26.490390448
6222.318181818182,90.90499714820757,13.5494220537
10724.951219512197,89.16884240712352,17.0055471469
3466.6666666666665,109.57637279249523,23.6810796747
7536.666666666666,77.65826064259738,10.4556864081
7562.428571428572,68.5759676919725,10.8072278779
10248.541666666668,77.09771268383902,14.7376012536
5320,69.36658901009544,12.7403306274
12901,66.86769122562565,19.0077042447
2188.275,95.61800830953707,70.268052954
6958.1578947368425,113.54549361872479,33.3691411691
6079.333333333334,87.82224492555596,41.2078194776
8709.650793650793,145.6052029446711,40.7424797606
4833.333333333334,30.5104201703204,21.345576173
3325,57.486800906537425,4.30375399604
2886.4,84.84313241831435,14.9645762069
6901.200000000002,131.57292520261336,108.48860818
9439.589743589744,128.26729872034073,39.8347002234
3167.806451612903,101.054577465797,32.8470062846
4631.529411764705,126.51677731281859,29.8622137339
5605,120.28657055303577,26.7706317451
1330.8,79.71354267058973,18.1696458428
7639.75,37.56684140445411,12.1813378343
6206.666666666666,130.97896881053487,38.2466315611
5440,27.17847258362968,13.9414653109
6629.3125,132.78892686844847,33.3772174895
3635.5555555555557,126.5347831509162,34.6872953663
2750.0000000000005,55.0407268732754,8.48908380006
1563,51.96009614038785,7.40552996995
1351.5555555555557,55.64032823688054,6.43670118247
8089.135135135135,116.68815079840056,46.2990907527
8284,115.08319821965895,42.6399956364
8284,115.08319821965895,42.6399956364
6671.367088607594,130.33963199564363,37.8342368122
5805.314285714286,126.55057630037916,36.1330427605
6901.200000000002,131.57292520261336,108.48860818
6498,109.81937445063473,27.3806700736
6224.4,114.19752027194761,44.4791336821
5605,120.28657055303577,26.7706317451
6937.0526315789475,100.4878476200258,36.3664981184
6965.849056603773,124.5450714148292,49.9402560289
8431.407089719627,141.2937413753897,50.6575862089
3990,101.7103342865911,28.381280305
4772.35294117647,133.09313190338904,24.4737293697
4804.75,133.74302110413427,36.7326852874
6498,109.81937445063473,27.3806700736
3803.181818181818,110.035103756073,27.9934455604
4508.500000000001,141.46536279029743,19.9303474407
5109.999999999999,109.09843863883873,26.9768777847
3059,109.40277816107591,25.6691172866
2748.666666666667,94.02368956867923,27.6323862452
5798.8,97.96183780598746,39.5008122779
6965.849056603773,124.5450714148292,49.9402560289
5033.538461538462,131.7688767540993,65.9672726983
4959.527777777777,123.30740352781075,28.1211970311
1197,82.07489679407064,9.88871429716
8512,157.06194023650542,76.3205380239
6498,109.81937445063473,27.3806700736
6004,40.010397885956294,6.95690602824
3635.333333333333,92.262829975077,68.569135407
4341.777777777778,123.59655772975412,26.1091857032
300,36.67050216409161,9.57727913876
6102.5,36.42683989752603,11.6604382153
6000.285714285715,33.90119079991284,9.85645382674
5024.533333333334,47.37546573846955,12.1795035097
6413.3,24.99729783039688,9.642720949
5723.636363636364,38.90549582040452,9.47509044241
8422.119047619046,137.5098098135503,62.2415885629
5931.666666666667,35.739055240900385,9.42811718445
4260,39.934351294248046,9.44130580532
5320,109.47084531449427,33.6945934316
2660,40.293487492044235,8.30525742374
6770,31.046725078092415,11.8607373933
5674.666666666666,21.863912347996354,8.74171833689
4750.048780487805,41.115915307023755,10.3395540649
5603.181818181819,26.913126573801243,8.38011217854
5855.489795918367,35.72798938750338,16.0561111076
7639.75,37.56684140445411,12.1813378343
6384,22.063891067955645,11.4217341778
6965.849056603773,124.5450714148292,49.9402560289
9389.8,99.6084403085944,25.892738324
6650,104.34697775219797,26.1588210088
5652.5,75.5333281190347,42.2166683279
4034.333333333333,121.78543414231855,42.4569376488
5625.203883495145,131.87066261927944,30.5278126311
4322.5,94.3407028023655,42.4108156103
5994.8,105.62330619138834,37.8526419566
4959.527777777777,123.30740352781075,28.1211970311
4229.2266666666665,131.35362741066598,30.2752014193
2394.2222222222217,118.51018238257392,28.1867494075
4341.777777777778,123.59655772975412,26.1091857032
3072.6956521739135,103.54786545585179,32.6895078294
3990.25,107.06283747418273,31.3382651237
2188.275,95.61800830953707,70.268052954
5655,80.3411744865382,18.9880352694
5364,145.5986476743352,33.8088000674
6426.571428571428,119.99026872158207,36.7261698377
2766.4,104.56729493959966,17.9957539275
5212.5,103.2377707593015,28.00726034
4229.2266666666665,131.35362741066598,30.2752014193
3790.7619047619046,106.19432002380465,28.6773241817
3635.5555555555557,126.5347831509162,34.6872953663
4786.954545454545,100.20994450633043,37.4346012715
2553.6,101.30623619051372,24.9615715952
2909.75,108.65798324317358,22.5777066509
6355.436363636364,86.19609534291207,48.3671989096
5879.515151515153,90.12423131435673,48.3100022523
8330,132.81305194296002,42.5284070703
4786.954545454545,100.20994450633043,37.4346012715
3832.5,114.65160969373815,20.4740013054
5277.142857142857,107.64882027002338,23.7734528982
6629.3125,132.78892686844847,33.3772174895
3568.4285714285716,52.04373745079879,17.2451159944
2694.6666666666665,41.64338791893314,8.41103214647
3656.21359223301,31.044599539769973,12.3489800747
5237.5,32.78509375106179,6.55331000314
5763.333333333334,41.48212933075723,15.0068137655
3060.6153846153848,64.46334472298258,29.0804802188
1650,48.69058555406776,5.17687128501
6268.363636363637,163.04297212083395,58.5982228104
6901.200000000002,131.57292520261336,108.48860818
5587.862068965516,31.62368536942338,10.1247284112
4496.2,110.94978673133949,35.3162797755
4366.32,132.98443472998056,15.7389106434
2830,89.87150532191144,22.0006029897
4699.333333333334,95.0911687001691,31.3393662444
2188.275,95.61800830953707,70.268052954
4772.35294117647,133.09313190338904,24.4737293697
3808.9090909090905,110.57445423605262,40.4855449769
11105.528301886794,108.72813121709099,71.1587741308
7958.500000000001,27.744219358170785,12.4737720872
3135.333333333333,89.18557767777297,47.7446244961
5117.333333333334,34.10257083490047,15.4155871192
5117.333333333334,34.10257083490047,15.4155871192
5117.333333333334,34.10257083490047,15.4155871192
5290.444444444444,101.91263200051853,39.8007868655
6958.1578947368425,113.54549361872479,33.3691411691
7958.500000000001,27.744219358170785,12.4737720872
10225.940594059404,143.69882113958954,46.8068554103
1539.8588235294117,104.00535260534922,32.5330435871
7085.272727272727,120.63682042489796,31.6785570882
5940.666666666666,91.75210938205521,28.6869395928
5587.862068965516,31.62368536942338,10.1247284112
8224.697674418605,38.61104750669783,17.4811210478
6738.666666666666,130.29415110154542,28.76700586
4786.954545454545,100.20994450633043,37.4346012715
1330.8,79.71354267058973,18.1696458428
6308,105.74069827962427,29.1934366369
2252.153846153846,94.09186592311148,23.0951090683
9500,35.74087815682752,11.3212043108
1672.1489361702131,69.08168291797097,79.8819118879
3943.2340425531916,61.43884406064895,4.71432986373
10402.482142857141,147.83227702335512,43.6495654848
4297.9418604651155,37.88215865600411,14.70834492
3790.7619047619046,106.19432002380465,28.6773241817
5554.88695652174,109.92684957951946,24.5148374169
4786.954545454545,100.20994450633043,37.4346012715
6965.849056603773,124.5450714148292,49.9402560289
9500,35.74087815682752,11.3212043108
12674.117647058823,42.52697926259745,14.4360302761
5648.697674418605,123.42897267173632,60.1421047077
5605,120.28657055303577,26.7706317451
10402.482142857141,147.83227702335512,43.6495654848
10402.482142857141,147.83227702335512,43.6495654848
8187.499999999999,107.84471372989657,37.3309219954
3789.428571428571,103.94432874126996,22.6571258334
5655,80.3411744865382,18.9880352694
6901.200000000002,131.57292520261336,108.48860818
6102.5,36.42683989752603,11.6604382153
1563,51.96009614038785,7.40552996995
4190,29.6341648973799,10.2404771957
4598,34.707006908370666,11.6441620832
4252.5,23.22857721946602,3.94223966353
400,25.52237828781032,13.8287917457
4524.8,121.20463987590773,33.7643533113
4322.5,94.3407028023655,42.4108156103
7361.029411764705,138.6298304477653,35.2554732163
2188.275,95.61800830953707,70.268052954
3466.6666666666665,109.57637279249523,23.6810796747
3635.5555555555557,126.5347831509162,34.6872953663
4077.142857142857,81.73505047533067,31.7635350702
5873.360000000001,115.95772473304203,28.6261780955
2860,106.95854662853186,30.1221307547
2960,57.230881078480266,4.67501972757
4699.333333333334,53.464985171214366,9.54346264531
6384,31.797499652115697,6.02917568829
2284.0533333333333,58.870169851670504,3.71259851432
7780.839333333334,50.21578829962967,9.08806064274
3369.333333333333,55.7476383687882,7.9434960625
6102.5,36.42683989752603,11.6604382153
6691.538461538461,42.94838198715181,6.58542114112
9474.63551401869,48.36608102200209,17.1656602941
3952.8571428571427,28.590632438746756,7.89585118237
3297.666666666667,40.482561284390385,15.9273203309
9228,48.744589086434246,7.57730652771
8801.666666666666,47.967462461090555,11.1236577469
6965.849056603773,124.5450714148292,49.9402560289
4560.888888888889,100.82450653787333,20.5589038089
4902,115.38967975503893,29.7447599896
5852,126.99091904665738,26.4866780553
2422.5714285714284,78.55382657383242,9.65855026501
3325,64.46733073800537,23.4844547241
1885,88.24998004943933,16.4375309872
6096.666666666668,29.567983413311637,9.06728261249
7093.333333333334,70.47610615962328,6.99328116708
3568.4285714285716,52.04373745079879,17.2451159944
9398.666666666668,85.99289266643098,39.5430725693
5763.333333333334,67.61913167541378,25.4200703444
6629.3125,132.78892686844847,33.3772174895
6004,40.010397885956294,6.95690602824
4190,29.6341648973799,10.2404771957
7161.784615384616,118.6373082324226,75.6637532436
3990,73.9882835369721,16.7486096221
5586,82.76690703974452,19.6246334966
7161.784615384616,118.6373082324226,75.6637532436
5605,120.28657055303577,26.7706317451
9482.9,143.72941575725577,41.9447522697
5605,120.28657055303577,26.7706317451
3466.6666666666665,109.57637279249523,23.6810796747
3808.9090909090905,110.57445423605262,40.4855449769
4005.714285714286,114.64000674212795,61.3866938273
7562.428571428572,68.5759676919725,10.8072278779
532,58.339598525963666,6.93734251848
1450.9090909090908,92.44212112070986,27.7975623519
2839.3333333333335,23.944833803344302,7.18329226879
6070.5,121.46264569182988,27.7125016836
10225.940594059404,143.69882113958954,46.8068554103
8431.407089719627,141.2937413753897,50.6575862089
4640.222222222222,140.66686568804755,30.1995520505
4928.521739130434,126.68008283925775,41.3436026166
5368.363636363637,104.70159522667713,33.8402475259
4775.333333333333,119.85795794280494,31.0258124539
7161.784615384616,118.6373082324226,75.6637532436
4935.777777777778,108.34418207905294,28.7230817998
9482.9,143.72941575725577,41.9447522697
7145.254901960784,131.27397346906855,52.8292297738
6902,125.79676568715531,32.1091748473
7850.666666666667,111.26635902927207,28.4334458526
5805.314285714286,126.55057630037916,36.1330427605
8650.984126984125,156.07996252699058,44.0077601888
8586.257425742575,127.59419656312264,53.0124670167
5110,133.25647927960617,31.1475265362
11392.275862068966,99.61991062818934,34.384798881
8212.75,120.13718323103555,22.9695310066
5865.882352941177,132.79374087164805,35.6459027307
8512,157.06194023650542,76.3205380239
4884.727272727273,101.58281923515815,30.8660624005
3635.333333333333,92.262829975077,68.569135407
7492.333333333334,117.59359851533593,32.7977798075
4743.666666666666,132.69048490242653,27.5568201277
10688,100.6515115959321,62.698611751
3830.4,67.80798230207434,23.6285098709
6958.1578947368425,113.54549361872479,33.3691411691
0,149.90532996012936,39.856739628
2748.666666666667,94.02368956867923,27.6323862452
9350.923076923076,132.02763665194993,31.2482548828
4005.714285714286,114.64000674212795,61.3866938273
6551.481481481482,130.4370894791797,30.4838420802
6550.813559322034,133.8964830989379,30.4112537047
2460.5,122.3460332113858,26.3097777869
4235.538461538462,131.44784385818113,25.3150594862
11105.528301886794,108.72813121709099,71.1587741308
6498,109.81937445063473,27.3806700736
4078.666666666667,122.81149156964494,24.1581306072
4804.75,133.74302110413427,36.7326852874
6295.333333333334,128.28458328392418,26.2678837532
10370.285714285712,85.21988634099672,57.6554149249
6937.0526315789475,100.4878476200258,36.3664981184
7050.2307692307695,127.59235591610714,47.0589835444
7891.333333333334,124.91878730671498,24.9162918551
6079.333333333334,87.82224492555596,41.2078194776
3210.9454545454546,99.99999999999997,100
4575.818181818181,130.63511521462198,76.5435770423
5852,126.99091904665738,26.4866780553
4631.529411764705,126.51677731281859,29.8622137339
9159.433962264151,118.37696334229652,39.741548388
8089.135135135135,116.68815079840056,46.2990907527
7361.029411764705,138.6298304477653,35.2554732163
8187.499999999999,107.84471372989657,37.3309219954
6965.849056603773,124.5450714148292,49.9402560289
8060.25641025641,155.54761994736154,36.7191855564
6206.666666666666,130.97896881053487,38.2466315611
3635.5555555555557,126.5347831509162,34.6872953663
6270,81.35017873861582,31.4136618869
6424.974358974358,132.43854960013707,45.1190259882
6426.307692307692,138.97203643819546,29.7665722462
3808.9090909090905,110.57445423605262,40.4855449769
7065.822222222223,143.17523484885288,36.709745968
6629.3125,132.78892686844847,33.3772174895
8422.119047619046,137.5098098135503,62.2415885629
6901.200000000002,131.57292520261336,108.48860818
8537.387755102041,170.24840402112616,79.2056595453
7917.91724137931,137.6343179522255,64.3415166064
5873.360000000001,115.95772473304203,28.6261780955
13338,123.00477219825481,39.2378004927
9439.589743589744,128.26729872034073,39.8347002234
9930.666666666668,127.41243366469266,21.2395132122
6965.935483870967,113.93162302674813,24.458688292
5605,120.28657055303577,26.7706317451
8143,123.45574311283573,72.3593562631
4772.35294117647,133.09313190338904,24.4737293697
6958.1578947368425,113.54549361872479,33.3691411691
3353.333333333333,50.74996157234919,16.739825799
6004,40.010397885956294,6.95690602824
8431.407089719627,141.2937413753897,50.6575862089
5605,120.28657055303577,26.7706317451
2561.6382978723404,78.1593262083418,32.3281797882
6442.500000000001,4.188847559441646,7.54468873653
4564.367346938776,122.13778065616256,31.0769374193
6671.367088607594,130.33963199564363,37.8342368122
6605.666666666666,115.17207008405062,29.1848323834
3792.846153846154,147.20492900611194,40.2681658512
0,73.91864398585999,41.4008280144
3489.8571428571427,116.39515807743328,26.424009696
5593.7919999999995,119.68350413522973,44.1190903387
6513.679012345679,131.81916858133826,32.1287829384
5648.697674418605,123.42897267173632,60.1421047077
4655,106.30762093440644,29.0243842637
4905.555555555556,49.12726321586335,6.08758509861
7980,150.77347840782608,43.2576547774
5143.1612903225805,31.58119376378574,9.27822705722
7585.24,42.091157348771304,10.2940049506
478.8,126.21821915985963,54.7503106286
10275,41.15735870363456,5.15768409148
5554,38.01205335946738,5.99112223479
0,38.65892760249336,3.59330097943
4384,16.257950927508485,18.0097539737
1600,10.2841838916322,9.25966902338
5416.400000000001,70.6880358330642,33.2696109637
2651.4285714285716,80.92257702049143,11.4754371997
200,68.44368321212161,8.43528763701
2734.857142857143,75.10773221674654,17.1865829141
1742.5,59.133675878001426,15.7891659392
3779.948717948718,63.31357511146556,33.0396295677
3724,69.98498967830231,7.33132960452
2014.0000000000002,81.23362444461745,24.0304069834
6076.666666666668,64.73293591508006,15.4619641346
3266.666666666667,59.196994318345055,9.16412655283
5655,80.3411744865382,18.9880352694
3135.333333333333,89.18557767777297,47.7446244961
2660,42.27184244558981,18.0653616527
8422.119047619046,137.5098098135503,62.2415885629
4011.4285714285716,31.021274540166804,35.04446628
1330,83.62911201043703,5.2855942998
8143,123.45574311283573,72.3593562631
7585.24,42.091157348771304,10.2940049506
7193.963898916967,88.49696764319052,8.57378747618
2718.1142857142854,34.6822143212646,9.4901421207
4190,29.6341648973799,10.2404771957
4741.428571428572,103.79595068141039,70.968319124
1672.1489361702131,69.08168291797097,79.8819118879
1995,54.11303481216401,2.79691451691
3943.2340425531916,61.43884406064895,4.71432986373
1760,58.43571403830392,3.63277402771
7193.963898916967,88.49696764319052,8.57378747618
2952.4615384615386,63.0928744660075,3.32544232855
5040.636363636363,62.66489809155191,6.89781603072
9398.6,63.792020916256845,8.23725219793
6480.333333333334,53.2554749850962,4.68219105088
11970,80.14271479801056,4.29181710353
8026.717948717948,108.7250703210171,9.50491328304
2992.5,58.146235993357564,4.07517797262
5564.3076923076915,68.98030521873319,5.93606632211
3970.857142857143,48.83390253291748,4.25489293063
5330.533333333335,69.24343409357432,5.31891257141
2459.2,75.5834111634132,4.42959614377
3841.6666666666665,58.01427333272192,4.40031809772
5630.8888888888905,54.13937671060278,5.37329638146
6824.545454545455,67.31792310007384,4.37540305461
5040.636363636363,62.66489809155191,6.89781603072
5853.333333333333,40.237963106541216,3.63564442438
4790,46.55883709603382,2.41890964898
7188.830769230769,53.60146853122586,19.7173980083
2276.727272727273,43.41374694797423,4.20560082532
2416.666666666667,101.28688002580223,4.23487873831
100,60.84737730596452,3.98908593456
10608.503311258277,73.23920473939664,26.490390448
5328.611570247933,74.93479229017328,7.45164836953
1706.6666666666665,34.89993748372674,3.27914115775
4105.714285714285,59.65506556102077,3.75980908623
7650,74.46503380814228,9.5531393869
1336.6666666666667,55.43759327234845,3.36754937524
3302,57.829058821621906,4.94719636186
6736.315789473683,30.596612464268468,5.97639913312
8661.161290322581,27.03134504508138,15.2791048316
2720,38.346918261351576,4.90175111182
3188.0952380952376,35.28593485068832,6.67962638823
3200,51.40538062466625,5.7505143577
6000,26.571104640880993,10.6241940881
4409,34.13269046783014,7.17498684449
15495,24.400303666160088,8.71923719692
2665.4,25.07767394221157,5.33229513169
493.2,97.3777387401238,21.8438330265
0,111.16176013049895,21.8326743266
493.2,97.3777387401238,21.8438330265
0,86.80953025863127,18.5219819082
1181.4716981132076,103.68537915321747,36.6469841489
9482.9,143.72941575725577,41.9447522697
10402.482142857141,147.83227702335512,43.6495654848
700,135.29721021457186,34.7771834218
3442.6666666666665,40.42639688655946,10.7417520532
4965.333333333334,42.244150146626644,10.8999396422
8709.650793650793,145.6052029446711,40.7424797606
9921.8,54.30392057873787,8.40360733197
6457.5,40.83277721573562,5.62666889736
9398.666666666668,71.51701428843506,11.8834894768
4110,29.904505101842616,9.54295877818
4630,13.00061850103108,28.0609701951
600,77.41694850485491,2.90139695576
1616.923076923077,24.670333264349477,5.11907114475
5605,120.28657055303577,26.7706317451
4496.2,110.94978673133949,35.3162797755
7076.1489361702115,95.72087144275757,41.1139463022
4322.5,94.3407028023655,42.4108156103
3803.181818181818,110.035103756073,27.9934455604
4341.777777777778,123.59655772975412,26.1091857032
7359.333333333334,83.55043395383845,34.9157955872
2493.2500000000005,107.45664019112868,39.9099028862
8246,19.346462027503463,66.539064883
800,33.96796072745993,7.04773108036
3325,27.209277146045245,5.35368929774
6150.923076923076,25.602841109159307,11.3591555872
4477.999999999999,36.99257596148193,27.0137148043
7980,45.219989276039364,15.7550196322
8224.697674418605,38.61104750669783,17.4811210478
10280,26.63587999924592,8.44865621866
10280,26.63587999924592,8.44865621866
8431.407089719627,141.2937413753897,50.6575862089
5605,120.28657055303577,26.7706317451
11970,80.14271479801056,4.29181710353
2217.1111111111113,55.888434249976505,8.80373170822
4750.048780487805,41.115915307023755,10.3395540649
2656.0135135135138,106.0217837246639,51.3043759382
7145.254901960784,131.27397346906855,52.8292297738
4276.666666666667,132.94114128169804,17.1286461269
2550.0000000000005,142.2840545563834,16.958050173
2971.794871794872,98.84864258974005,28.8203461314
6413.3,24.99729783039688,9.642720949
2634.2608695652175,55.90788259960311,33.1418079191
6356,61.129217441626196,9.36748255737
2634.2608695652175,55.90788259960311,33.1418079191
2651.4285714285716,80.92257702049143,11.4754371997
8677.534246575342,40.86503236002589,26.0946128701
6351.538461538461,34.14092557570806,11.5700877518
6235.714285714286,53.823987870698375,13.6839281954
6901.200000000002,131.57292520261336,108.48860818
3135.333333333333,89.18557767777297,47.7446244961
5605,120.28657055303577,26.7706317451
3116.5714285714284,39.62594586289331,12.4130527502
5033.538461538462,131.7688767540993,65.9672726983
3116.5714285714284,39.62594586289331,12.4130527502
3806.631578947369,28.751393150239274,15.6545205625
3779.948717948718,63.31357511146556,33.0396295677
5033.538461538462,131.7688767540993,65.9672726983
8650.984126984125,156.07996252699058,44.0077601888
2171.5,34.32670789407413,9.9117672223
2693.714285714286,92.04621859010483,22.2814051282
1619,88.7886397203012,30.4473769705
1910.0000000000002,93.32473970653858,25.6716889357
900,84.60301803719557,28.634006453
1280.927536231884,98.41836565767095,33.2764212978
1127.2727272727273,119.16189220437703,19.9829511862
4460.920634920635,45.69978544326605,10.6227848716
5183.64705882353,95.22855628482046,25.3898631642
4389.379310344827,94.29240504264098,31.4210562403
4227.368421052632,90.02490456024907,24.8830178847
997.7777777777778,95.05236587471121,26.4982395264
997.7777777777778,95.05236587471121,26.4982395264
1439.9999999999998,48.52550715759849,7.03543018913
1500.4,65.22851805035408,8.54048092982
2039.3333333333335,51.856809968140716,6.4336201984
3543.3529411764703,45.92530286241114,9.25606907224
0,53.59726222623369,4.09273497909
7980,43.90588314111448,5.12897601279
0,52.433436397604204,5.20985873358
1064,38.96340530459077,6.17319110319
1572.4615384615386,53.89783806172308,7.83316849446
1600,37.51764723422379,5.40645717636
3071.419847328244,60.995163575208785,12.7757293858
1995,67.3999278369921,5.98789750942
2432.421052631579,49.156862674920596,8.42460306098
1280.927536231884,98.41836565767095,33.2764212978
0,42.72451483060536,6.02537104592
1176.6153846153845,54.90470774309376,7.68392210942
1730,50.06387513708248,10.4884390966
2370,54.409757700416364,10.8413134101
1330,59.61699038028135,5.98641390554
2261,52.215250762465324,10.7392934178
3941.8782608695656,63.92741771169474,14.8299595952
1995,71.04778417965593,13.0442031075
1995,71.04778417965593,13.0442031075
3087.2631578947367,78.50264487434745,27.1322947902
3857.2222222222217,61.97304088584992,18.0843079508
2113.0476190476193,73.93017328761722,17.9424225904
4623.377431906614,56.40640918830921,12.8671545954
3887.5,74.7227661575862,12.540305837
2422.5714285714284,78.55382657383242,9.65855026501
1950.6666666666665,70.96404015188523,11.8205368038
3013,73.67315890439751,13.3367512965
2118.946666666667,72.75584826121404,24.5590857071
332.8571428571429,120.81479774452151,24.0089283403
1684.7692307692307,112.61349416027142,31.4471756186
1581.9756097560974,109.10966253077066,48.0748310413
0,122.31149506737391,24.3925703393
1810.4,112.32013787151756,21.9305208935
2218.555555555555,74.35044018988896,17.4815040369
8650.984126984125,156.07996252699058,44.0077601888
9398.6,63.792020916256845,8.23725219793
8758.27027027027,136.59606497909104,48.6417139009
1064,123.57382597694455,24.9056330599
3101.4285714285716,118.35191611867819,32.0375225143
1907.04,108.33933391723517,34.2027754846
0,109.64592540824778,30.0220901395
4650,99.32245481089413,21.6384663346
2281.5,115.07279517985374,19.3563210727
1862,105.38969441683295,19.3310469387
922.4615384615385,109.83847801975672,25.5671465792
471.11111111111114,120.56996283724561,22.0239083189
3990,119.93747206564392,20.1313185863
1322.5,81.59597883950993,29.2836405212
1788.5714285714284,80.94221645323823,25.6583683298
1551.875,91.9369430164515,24.4309848592
3521.4285714285716,90.94842614506624,24.1982257371
3671.875,89.58360941783371,26.5996442532
3946.3636363636365,90.74374756973921,22.871309752
4628.4,85.82850623285853,23.8882002455
2830,89.87150532191144,22.0006029897
3135.333333333333,89.18557767777297,47.7446244961
2381.111111111111,88.77519045668532,23.3683899316
3789.428571428571,103.94432874126996,22.6571258334
1750.3333333333335,131.14757370830648,22.5218738923
1767.5,124.43218248513459,23.734113592
1539.8588235294117,104.00535260534922,32.5330435871
800.7692307692307,104.31594622727147,27.5313202462
2216.666666666667,142.02220017276466,21.9717602473
1503.2727272727273,114.52661822377925,21.7973792116
3894.8,85.37283655595293,18.6644591132
1981.6666666666667,135.9314426132123,29.9231697773
1949.6666666666667,123.193982330588,18.9657055343
2531.142857142857,126.41838749953314,22.4114252579
200,136.55057900388132,25.6739810953
960,92.45113549015122,18.3093729062
2227.9166666666665,121.65320689365427,34.6720494357
550,144.23763631777146,28.060783653
0,91.44094691072122,14.2162672779
2226.4102564102564,106.96157591823922,34.7928279968
479.2,143.26083607098573,23.6983921568
1126.6666666666667,132.45486697705445,16.9210755697
