"quality_of_life_index","purchasing_power_incl_rent_index",restaurant_price_index
185.96040322852753,128.26729872034073,71.9667096289
188.92619147190794,101.054577465797,82.2328453532
195.7276088156395,126.51677731281859,63.9208080151
189.40775243881572,120.28657055303577,60.39331775
195.41634508133473,79.71354267058973,55.5391358494
108.43879333322396,37.56684140445411,35.0451584735
183.73869365737627,130.97896881053487,62.2428999614
95.9888301480312,27.17847258362968,39.269708124
186.31502251056713,132.78892686844847,60.4191046827
195.60928032387872,126.5347831509162,68.2076313519
150.31315385570014,55.0407268732754,26.4035224967
125.1175745352617,51.96009614038785,33.904222256
148.15194631836138,55.64032823688054,23.2186009183
155.65275411194742,116.68815079840056,75.2252457723
165.97688410467754,115.08319821965895,81.1632626266
165.97688410467754,115.08319821965895,81.1632626266
202.1682904353384,130.33963199564363,75.6017061797
193.65371180398165,126.55057630037916,66.0726482014
174.18832200990462,131.57292520261336,93.5142206461
165.5013219428771,109.81937445063473,71.6609744831
170.96478651293194,114.19752027194761,81.3389073255
189.40775243881572,120.28657055303577,60.39331775
159.50568808192432,100.4878476200258,76.2935932906
187.47992124441782,124.5450714148292,72.5386045312
190.20986404695512,141.2937413753897,75.5009227607
146.31882234914238,101.7103342865911,51.6170354791
187.95028331420568,133.09313190338904,60.5191393705
203.32485264567745,133.74302110413427,64.915938943
165.5013219428771,109.81937445063473,71.6609744831
194.9156518921493,110.035103756073,71.3231224598
183.4374647635098,141.46536279029743,61.7651782267
190.68603102013245,109.09843863883873,74.3343014914
198.6560840631662,109.40277816107591,66.5008443541
169.5085721541067,94.02368956867923,64.9592441013
173.38601002119998,97.96183780598746,68.6345115742
187.47992124441782,124.5450714148292,72.5386045312
206.60428423166053,131.7688767540993,77.2408571912
172.1684190209267,123.30740352781075,61.7314033174
124.33604945788457,82.07489679407064,40.6545312023
230.09849045906043,157.06194023650542,68.5332345472
165.5013219428771,109.81937445063473,71.6609744831
154.77946153199971,40.010397885956294,24.1287639078
155.6542585765129,92.262829975077,67.98159277
166.1747769424915,123.59655772975412,60.0927856024
86.43700603175967,36.67050216409161,23.0214252195
66.60715296114769,36.42683989752603,32.9515462006
106.80790384687472,33.90119079991284,33.0553559749
127.47023889973461,47.37546573846955,41.0121814305
86.1044310721934,24.99729783039688,20.1261325777
133.3482771975466,38.90549582040452,32.1565593136
192.548590271163,137.5098098135503,79.1556150611
85.54184076824032,35.739055240900385,30.959942211
124.40798283051737,39.934351294248046,31.6175067958
190.4094762725851,109.47084531449427,59.9895143382
135.88877521547158,40.293487492044235,28.499842304
71.5335252477071,31.046725078092415,29.4651623924
89.66354107374467,21.863912347996354,29.7176491061
109.4167678879148,41.115915307023755,32.0379490799
74.76679526655997,26.913126573801243,33.0142546632
70.43696643950435,35.72798938750338,38.8253929966
108.43879333322396,37.56684140445411,35.0451584735
46.86854427458919,22.063891067955645,37.0956604462
187.47992124441782,124.5450714148292,72.5386045312
154.1484014250612,99.6084403085944,64.8356396219
160.42888428770166,104.34697775219797,58.1052723253
184.40778804050242,75.5333281190347,78.8444101181
205.16158080144817,121.78543414231855,62.5532892531
181.74952200562342,131.87066261927944,68.6709744014
181.39989938088323,94.3407028023655,85.5012406085
163.1631445190429,105.62330619138834,57.1715276302
172.1684190209267,123.30740352781075,61.7314033174
194.52604355329163,131.35362741066598,60.355858265
186.68631334729184,118.51018238257392,63.7629332243
166.1747769424915,123.59655772975412,60.0927856024
167.47993966017248,103.54786545585179,68.9020713981
188.97355893991443,107.06283747418273,65.350219238
126.76783330982956,95.61800830953707,86.0865588083
165.1275091910033,80.3411744865382,52.5820095115
206.0853189717127,145.5986476743352,58.741884799
177.38312849015765,119.99026872158207,60.4886869565
189.229674894018,104.56729493959966,60.3191246828
170.18120797619528,103.2377707593015,64.226612142
194.52604355329163,131.35362741066598,60.355858265
146.30070678852687,106.19432002380465,60.4900522355
195.60928032387872,126.5347831509162,68.2076313519
192.48454883203806,100.20994450633043,61.5775345667
154.65519155733574,101.30623619051372,66.0367067275
143.65384934518855,108.65798324317358,61.4572318807
150.27312964039734,86.19609534291207,76.6649575793
169.36548809214116,90.12423131435673,68.0381602911
160.2027522500421,132.81305194296002,69.2292864975
192.48454883203806,100.20994450633043,61.5775345667
158.01222027807307,114.65160969373815,61.7022808408
146.27405740174225,107.64882027002338,59.8266893299
186.31502251056713,132.78892686844847,60.4191046827
114.50645897976847,52.04373745079879,52.8422205469
109.06888976511591,41.64338791893314,22.6414029884
92.89277073332059,31.044599539769973,25.853228078
112.32794010917993,32.78509375106179,19.4890776267
95.4483034563054,41.48212933075723,27.4723027818
142.8147511069797,64.46334472298258,82.0795618689
126.11683707404396,48.69058555406776,18.3016766233
200.38931575328434,163.04297212083395,86.2444827401
174.18832200990462,131.57292520261336,93.5142206461
116.2560171739757,31.62368536942338,22.6797991721
176.52453659180486,110.94978673133949,84.1091962885
191.313623087133,132.98443472998056,58.5737634286
178.45477503245672,89.87150532191144,69.7860711231
176.3255875169598,95.0911687001691,83.7715785883
126.76783330982956,95.61800830953707,86.0865588083
187.95028331420568,133.09313190338904,60.5191393705
180.34183355352235,110.57445423605262,72.4412067832
147.89161658926858,108.72813121709099,86.8345341648
81.80915458200852,27.744219358170785,42.5029321226
124.94675745227464,89.18557767777297,84.5112922852
103.90965869266991,34.10257083490047,36.2968857677
103.90965869266991,34.10257083490047,36.2968857677
103.90965869266991,34.10257083490047,36.2968857677
172.52943769012825,101.91263200051853,72.5210786414
165.3279375172205,113.54549361872479,71.1455375292
81.80915458200852,27.744219358170785,42.5029321226
168.69874842667357,143.69882113958954,72.2175446118
166.42953079030767,104.00535260534922,56.368144576
178.62438786701898,120.63682042489796,60.312251862
188.03884184791053,91.75210938205521,64.5666307313
116.2560171739757,31.62368536942338,22.6797991721
66.72409940722355,38.61104750669783,24.4157012897
183.86642467950594,130.29415110154542,63.6765852327
192.48454883203806,100.20994450633043,61.5775345667
195.41634508133473,79.71354267058973,55.5391358494
163.19719656763698,105.74069827962427,58.4711743688
171.65433430285614,94.09186592311148,63.6814767592
96.28317505014378,35.74087815682752,39.1033576178
100.2319625453029,69.08168291797097,56.3795984177
118.58273176281325,61.43884406064895,17.1631093995
171.67027491565335,147.83227702335512,77.4533545341
103.25228404321528,37.88215865600411,26.0311741886
146.30070678852687,106.19432002380465,60.4900522355
164.53243543662356,109.92684957951946,59.5845766935
192.48454883203806,100.20994450633043,61.5775345667
187.47992124441782,124.5450714148292,72.5386045312
96.28317505014378,35.74087815682752,39.1033576178
111.24061696823767,42.52697926259745,34.1172991242
180.0560558371303,123.42897267173632,71.3005980938
189.40775243881572,120.28657055303577,60.39331775
171.67027491565335,147.83227702335512,77.4533545341
171.67027491565335,147.83227702335512,77.4533545341
171.0665894626282,107.84471372989657,70.315367739
167.81563457369552,103.94432874126996,71.8120878704
165.1275091910033,80.3411744865382,52.5820095115
174.18832200990462,131.57292520261336,93.5142206461
66.60715296114769,36.42683989752603,32.9515462006
125.1175745352617,51.96009614038785,33.904222256
115.86683197083026,29.6341648973799,28.2309758672
93.09553782950191,34.707006908370666,31.2953260455
93.14826428169488,23.22857721946602,19.11544548
146.41287179341657,25.52237828781032,38.9174848985
199.21118630078513,121.20463987590773,76.7238224131
181.39989938088323,94.3407028023655,85.5012406085
156.6421987345604,138.6298304477653,72.0258688107
126.76783330982956,95.61800830953707,86.0865588083
186.5234675667252,109.57637279249523,68.0737270328
195.60928032387872,126.5347831509162,68.2076313519
131.84540073908596,81.73505047533067,83.2098916253
182.54590515806936,115.95772473304203,71.049870815
165.56432895477212,106.95854662853186,81.4434970841
172.94375563036306,57.230881078480266,25.9080872893
142.66873529043528,53.464985171214366,30.0014445259
164.97944090678124,31.797499652115697,28.1413519134
152.4806558804308,58.870169851670504,26.0553112527
122.15471517265372,50.21578829962967,28.4271894629
134.1635057709779,55.7476383687882,31.0740047976
66.60715296114769,36.42683989752603,32.9515462006
85.17965177109377,42.94838198715181,31.4740984854
91.81015553214706,48.36608102200209,29.5230581871
100.9856010698748,28.590632438746756,24.6016423695
142.41896108172074,40.482561284390385,27.3730456144
128.7383217169782,48.744589086434246,29.1891580654
124.5154075483317,47.967462461090555,33.6650953628
187.47992124441782,124.5450714148292,72.5386045312
179.17159470489602,100.82450653787333,63.1392662442
191.82753635594173,115.38967975503893,61.8376977649
195.86597769339005,126.99091904665738,56.4253294981
167.7600904180525,78.55382657383242,29.8030100933
107.49810365023666,64.46733073800537,50.5355880833
178.97636607881938,88.24998004943933,53.7169596598
113.61126951593779,29.567983413311637,32.9789874308
126.57526737814798,70.47610615962328,28.1004070519
114.50645897976847,52.04373745079879,52.8422205469
152.49815828552414,85.99289266643098,72.0589716271
157.7623146779496,67.61913167541378,63.0463031481
186.31502251056713,132.78892686844847,60.4191046827
154.77946153199971,40.010397885956294,24.1287639078
115.86683197083026,29.6341648973799,28.2309758672
179.5965180542745,118.6373082324226,82.5793176711
128.56152173997344,73.9882835369721,45.6651754165
116.97538101387784,82.76690703974452,58.2923902451
179.5965180542745,118.6373082324226,82.5793176711
189.40775243881572,120.28657055303577,60.39331775
195.53558146241696,143.72941575725577,76.1128550352
189.40775243881572,120.28657055303577,60.39331775
186.5234675667252,109.57637279249523,68.0737270328
180.34183355352235,110.57445423605262,72.4412067832
146.710903695545,114.64000674212795,83.5346903068
144.77033625192254,68.5759676919725,35.9540336932
132.20539447534904,58.339598525963666,29.7059864178
196.78122199040638,92.44212112070986,79.5273158013
107.17887407163816,23.944833803344302,31.7869858245
176.8627078963809,121.46264569182988,64.9538826162
168.69874842667357,143.69882113958954,72.2175446118
190.20986404695512,141.2937413753897,75.5009227607
161.1325611404505,140.66686568804755,65.9396619873
166.85353073903502,126.68008283925775,78.4925738991
174.59252208377052,104.70159522667713,66.1242356995
194.2575915979671,119.85795794280494,62.5586850058
179.5965180542745,118.6373082324226,82.5793176711
185.06862687732811,108.34418207905294,75.9108827067
195.53558146241696,143.72941575725577,76.1128550352
159.2169551551744,131.27397346906855,80.9105290028
176.44705975159548,125.79676568715531,59.6048619998
166.60803170243574,111.26635902927207,70.4774966028
193.65371180398165,126.55057630037916,66.0726482014
187.95336777505247,156.07996252699058,72.0530393374
169.53777679493354,127.59419656312264,76.6271136011
205.6687336834655,133.25647927960617,58.6411110227
131.33193163692818,99.61991062818934,56.3369585833
180.84072909100553,120.13718323103555,59.5846508609
168.8597413323717,132.79374087164805,69.7164307318
230.09849045906043,157.06194023650542,68.5332345472
141.53861226442353,101.58281923515815,93.5554690883
155.6542585765129,92.262829975077,67.98159277
197.25274418984722,117.59359851533593,66.6763000203
196.05786773245464,132.69048490242653,61.9341229537
163.7410116607257,100.6515115959321,82.8453710666
172.2666997081974,67.80798230207434,56.0365912479
165.3279375172205,113.54549361872479,71.1455375292
207.12837201077727,149.90532996012936,56.673547912
169.5085721541067,94.02368956867923,64.9592441013
184.6187051783948,132.02763665194993,69.1700396021
146.710903695545,114.64000674212795,83.5346903068
183.32733537781482,130.4370894791797,74.6432698131
156.16941870504672,133.8964830989379,71.2143218698
208.85218412879993,122.3460332113858,56.7965970535
195.56902050292086,131.44784385818113,63.0020952605
147.89161658926858,108.72813121709099,86.8345341648
165.5013219428771,109.81937445063473,71.6609744831
195.4473204834406,122.81149156964494,63.2528852069
203.32485264567745,133.74302110413427,64.915938943
158.52794282100865,128.28458328392418,66.7122013994
150.66171861274233,85.21988634099672,83.1465453297
159.50568808192432,100.4878476200258,76.2935932906
181.82546338456282,127.59235591610714,77.7280316367
179.17406342599986,124.91878730671498,57.8811052172
143.19491262955523,87.82224492555596,76.0375809198
139.13450698620883,99.99999999999997,100
180.59812102687383,130.63511521462198,77.7837701075
195.86597769339005,126.99091904665738,56.4253294981
195.7276088156395,126.51677731281859,63.9208080151
174.66074385695902,118.37696334229652,68.4385115791
155.65275411194742,116.68815079840056,75.2252457723
156.6421987345604,138.6298304477653,72.0258688107
171.0665894626282,107.84471372989657,70.315367739
187.47992124441782,124.5450714148292,72.5386045312
213.440810545229,155.54761994736154,65.1905296477
183.73869365737627,130.97896881053487,62.2428999614
195.60928032387872,126.5347831509162,68.2076313519
153.11556948928484,81.35017873861582,71.696143824
184.30441463986992,132.43854960013707,76.9316206346
182.37377572150027,138.97203643819546,70.9147343058
180.34183355352235,110.57445423605262,72.4412067832
178.65342074771846,143.17523484885288,64.8019112287
186.31502251056713,132.78892686844847,60.4191046827
192.548590271163,137.5098098135503,79.1556150611
174.18832200990462,131.57292520261336,93.5142206461
190.3625637359697,170.24840402112616,82.1842400096
186.3188884449029,137.6343179522255,82.5243275698
182.54590515806936,115.95772473304203,71.049870815
174.90888236158432,123.00477219825481,74.5335314488
185.96040322852753,128.26729872034073,71.9667096289
150.49279857518002,127.41243366469266,56.5573484246
173.89753131841445,113.93162302674813,67.9379262257
189.40775243881572,120.28657055303577,60.39331775
165.5808846281714,123.45574311283573,86.7112027867
187.95028331420568,133.09313190338904,60.5191393705
165.3279375172205,113.54549361872479,71.1455375292
126.77052041578689,50.74996157234919,53.8458738439
154.77946153199971,40.010397885956294,24.1287639078
190.20986404695512,141.2937413753897,75.5009227607
189.40775243881572,120.28657055303577,60.39331775
141.8332419826858,78.1593262083418,58.6039326811
0,4.188847559441646,21.5119485189
203.1215048103836,122.13778065616256,68.0565259185
202.1682904353384,130.33963199564363,75.6017061797
186.3995839660725,115.17207008405062,69.8526548039
223.1647051452722,147.20492900611194,70.0792287124
157.49347240822078,73.91864398585999,82.5384328508
199.4047741306548,116.39515807743328,70.7505821831
182.16576745421224,119.68350413522973,71.2605489573
193.58996133232506,131.81916858133826,78.8975295927
180.0560558371303,123.42897267173632,71.3005980938
181.6751482978289,106.30762093440644,76.8000052866
130.1889609427638,49.12726321586335,23.0210886869
211.2635542157187,150.77347840782608,60.383369443
99.076141200728,31.58119376378574,31.0120409477
110.97377212562306,42.091157348771304,27.1032551791
214.5967099759761,126.21821915985963,64.6663908141
74.83271551573988,41.15735870363456,20.8019480369
60.61423195415534,38.01205335946738,20.5191051265
135.0057578736366,38.65892760249336,30.4132058786
54.152620774135514,16.257950927508485,25.5543058784
56.060838491476346,10.2841838916322,23.9257365707
64.4910208604349,70.6880358330642,36.4236923368
135.34646477941797,80.92257702049143,26.8646048944
106.017148314686,68.44368321212161,27.5507081188
99.75932298417213,75.10773221674654,25.8065979747
111.88869883426429,59.133675878001426,28.1850020382
70.54728461846948,63.31357511146556,38.1514562783
113.77859097422585,69.98498967830231,28.3056437055
92.41450439725597,81.23362444461745,31.1781558995
98.09871107669338,64.73293591508006,30.4638713241
108.01464048458885,59.196994318345055,28.5116967127
165.1275091910033,80.3411744865382,52.5820095115
124.94675745227464,89.18557767777297,84.5112922852
79.92432401312456,42.27184244558981,37.2790560241
192.548590271163,137.5098098135503,79.1556150611
109.84129117114514,31.021274540166804,37.0283265822
147.71164468999837,83.62911201043703,25.5411772668
165.5808846281714,123.45574311283573,86.7112027867
110.97377212562306,42.091157348771304,27.1032551791
127.45288485049511,88.49696764319052,19.7024728615
116.7026395524657,34.6822143212646,27.1384055124
115.86683197083026,29.6341648973799,28.2309758672
198.16515747395718,103.79595068141039,79.6488367452
100.2319625453029,69.08168291797097,56.3795984177
90.77092902231965,54.11303481216401,18.561919678
118.58273176281325,61.43884406064895,17.1631093995
114.28254598260985,58.43571403830392,20.6434986024
127.45288485049511,88.49696764319052,19.7024728615
129.3772821578889,63.0928744660075,15.8359371358
106.54332783906418,62.66489809155191,15.4356169488
84.88248482353328,63.792020916256845,24.1009019105
83.69816573309463,53.2554749850962,18.31757494
100.28412203282532,80.14271479801056,19.1800450408
119.9353047509982,108.7250703210171,24.1362139459
121.71639419198387,58.146235993357564,13.5144549052
128.04620284205348,68.98030521873319,16.9311709865
114.46685697679669,48.83390253291748,14.5319660224
132.52665139402424,69.24343409357432,17.5791553464
139.51898195801436,75.5834111634132,15.8905431101
99.82741038098699,58.01427333272192,15.8003302193
92.55458980803903,54.13937671060278,21.3856245513
119.10962173238622,67.31792310007384,18.7687016526
106.54332783906418,62.66489809155191,15.4356169488
108.03979102142505,40.237963106541216,12.3386829174
64.21195032611455,46.55883709603382,19.8966809921
75.00515644511442,53.60146853122586,26.0360515172
143.05084191439767,43.41374694797423,14.1931212645
148.85796383817762,101.28688002580223,16.2507606539
106.81092456528702,60.84737730596452,16.0709688917
145.48345545759005,73.23920473939664,42.2181149909
126.16722150343479,74.93479229017328,22.5944315921
85.60378475178413,34.89993748372674,13.5667985031
130.36774178497546,59.65506556102077,17.8793357832
117.38309868544408,74.46503380814228,21.7459760834
90.43255808967272,55.43759327234845,16.5747664847
116.857219163663,57.829058821621906,12.8991132432
118.69404019322285,30.596612464268468,16.4404140882
70.47845097996012,27.03134504508138,22.8092317747
141.5053803534555,38.346918261351576,13.8180397111
102.89464459810827,35.28593485068832,18.0041921208
158.33752176258318,51.40538062466625,16.5080304705
118.30359470647677,26.571104640880993,18.1551827238
127.53813854022988,34.13269046783014,18.4225359139
108.75368499666531,24.400303666160088,16.9246504668
116.47486719602082,25.07767394221157,14.0601374478
169.6365659642958,97.3777387401238,45.7874875469
212.01056075761562,111.16176013049895,46.2821158673
169.6365659642958,97.3777387401238,45.7874875469
190.92283640277208,86.80953025863127,46.2982890004
171.84944301446671,103.68537915321747,52.7336422354
195.53558146241696,143.72941575725577,76.1128550352
171.67027491565335,147.83227702335512,77.4533545341
213.58437368379134,135.29721021457186,40.6430834623
88.30631760677346,40.42639688655946,29.3786080508
111.70002244687628,42.244150146626644,33.8808783619
178.0185118916881,145.6052029446711,47.1487823696
112.00820649593445,54.30392057873787,23.2649424942
129.3968098752726,40.83277721573562,18.3425943895
110.14925914802322,71.51701428843506,21.5315236082
49.431849878127636,29.904505101842616,24.995601249
70.61123780728533,13.00061850103108,24.9440645457
167.29708086699517,77.41694850485491,19.6440443672
72.18165147998107,24.670333264349477,20.57512809
189.40775243881572,120.28657055303577,60.39331775
176.52453659180486,110.94978673133949,84.1091962885
169.43192312550073,95.72087144275757,70.0977218554
181.39989938088323,94.3407028023655,85.5012406085
194.9156518921493,110.035103756073,71.3231224598
166.1747769424915,123.59655772975412,60.0927856024
183.35584285157697,83.55043395383845,89.2620148233
201.8999026538384,107.45664019112868,68.2844162434
0,19.346462027503463,71.7307548936
120.74054358847522,33.96796072745993,19.3582056199
110.66534050625279,27.209277146045245,16.7082444442
80.57406695346614,25.602841109159307,21.0218610437
107.01214537402032,36.99257596148193,26.395048931
81.77153841621089,45.219989276039364,18.0268322897
66.72409940722355,38.61104750669783,24.4157012897
74.43685250450343,26.63587999924592,20.1333402418
74.43685250450343,26.63587999924592,20.1333402418
190.20986404695512,141.2937413753897,75.5009227607
189.40775243881572,120.28657055303577,60.39331775
100.28412203282532,80.14271479801056,19.1800450408
160.3545430252983,55.888434249976505,28.7026363382
109.4167678879148,41.115915307023755,32.0379490799
160.28057996590692,106.0217837246639,45.599569256
159.2169551551744,131.27397346906855,80.9105290028
176.97375350505143,132.94114128169804,45.9363657318
194.1340171612469,142.2840545563834,45.8892802261
146.5962641136349,98.84864258974005,50.7870898513
86.1044310721934,24.99729783039688,20.1261325777
138.4753811024019,55.90788259960311,31.6880788444
142.02030382617343,61.129217441626196,25.4725019086
138.4753811024019,55.90788259960311,31.6880788444
135.34646477941797,80.92257702049143,26.8646048944
92.53883166295782,40.86503236002589,29.655274572
117.50010796712512,34.14092557570806,21.1801480597
118.68063471229446,53.823987870698375,25.8667203241
174.18832200990462,131.57292520261336,93.5142206461
124.94675745227464,89.18557767777297,84.5112922852
189.40775243881572,120.28657055303577,60.39331775
91.86682445577172,39.62594586289331,21.514064926
206.60428423166053,131.7688767540993,77.2408571912
91.86682445577172,39.62594586289331,21.514064926
71.33315493478402,28.751393150239274,18.9598163902
70.54728461846948,63.31357511146556,38.1514562783
206.60428423166053,131.7688767540993,77.2408571912
187.95336777505247,156.07996252699058,72.0530393374
94.85530879678652,34.32670789407413,29.2678699182
172.45999836388938,92.04621859010483,60.0923254971
173.12681365502073,88.7886397203012,77.031813475
184.64218612965038,93.32473970653858,80.2409601001
173.36597671774499,84.60301803719557,76.0323123589
192.30304083227054,98.41836565767095,66.3866519878
229.41657255357526,119.16189220437703,62.4346664474
141.51626109759727,45.69978544326605,35.992841285
156.138425871785,95.22855628482046,83.1760061118
149.17001275893202,94.29240504264098,86.5726556426
170.1467832236568,90.02490456024907,83.4151370882
186.05554041248928,95.05236587471121,78.0333299282
186.05554041248928,95.05236587471121,78.0333299282
136.70973835039746,48.52550715759849,24.3234410253
137.24430246526256,65.22851805035408,19.9629026371
166.40193960377326,51.856809968140716,27.4041975114
107.38518028862401,45.92530286241114,28.2550487817
183.2595752538419,53.59726222623369,28.6024664323
105.94425709272149,43.90588314111448,19.9677133878
158.00171652030718,52.433436397604204,23.4389293941
132.01543062583468,38.96340530459077,27.1345762361
136.8129824858342,53.89783806172308,28.6346298132
115.86516903070773,37.51764723422379,30.5601565781
126.3165891533463,60.995163575208785,32.9281262455
156.40274226236366,67.3999278369921,22.706936938
135.94587418039606,49.156862674920596,32.8434315045
192.30304083227054,98.41836565767095,66.3866519878
164.06885571141078,42.72451483060536,34.3061040312
179.53875340779183,54.90470774309376,33.937465643
171.27236148076793,50.06387513708248,42.7058105829
175.08030217537677,54.409757700416364,40.4608990917
165.62774216171996,59.61699038028135,32.0246636154
177.82541947969827,52.215250762465324,48.0835480578
161.04699518116612,63.92741771169474,43.1349946162
154.29922388702667,71.04778417965593,60.7093191647
154.29922388702667,71.04778417965593,60.7093191647
153.94784375035886,78.50264487434745,64.4363456839
139.912540012916,61.97304088584992,66.2512727429
163.21104176073447,73.93017328761722,35.8907897741
119.68442315222345,56.40640918830921,38.8303867405
176.0656332134057,74.7227661575862,29.6443052614
167.7600904180525,78.55382657383242,29.8030100933
161.6352474410954,70.96404015188523,29.4763340216
158.1973514053925,73.67315890439751,32.9375634397
158.506060426859,72.75584826121404,39.3552941268
204.4353972798384,120.81479774452151,90.41553384
205.1387616282645,112.61349416027142,91.7521565833
194.4222372540118,109.10966253077066,105.527354944
222.35705951378014,122.31149506737391,94.7199916887
195.44060834479086,112.32013787151756,113.000681379
173.48421660732558,74.35044018988896,55.4559683981
