"restaurant_price_index","cpi_and_rent_index",rent_index
67.24335254167846,44.175902055484286,20.0234351196
23.22064009429565,20.95777965047648,7.5072526415
28.90408786097597,25.758673447514198,14.204823155
34.98148212859548,25.997787197454354,11.0233143832
26.44906057259069,26.855456841328103,14.0188610264
25.46485426903909,22.2019926739646,8.74123016713
21.859086187154503,19.47409710076455,6.81241638091
42.18582054745867,33.63805358389949,20.3168377683
40.43250470518799,33.500134130298946,19.4246194272
58.60393268111225,47.011885331773094,32.3281797882
83.14654532970542,69.81646400050046,57.6554149249
28.427189462867307,21.20833566070905,9.08806064274
70.91473430577767,49.46893478528006,29.7665722462
72.44120678315029,58.566374638816875,40.4855449769
59.58457669348144,44.51393459973454,24.5148374169
29.508750267130875,24.147435849223395,12.3041628331
94.20088324306808,86.33264657614997,81.1692085933
80.9105290027638,66.3645205075309,52.8292297738
70.91473430577767,49.46893478528006,29.7665722462
61.57753456669164,52.98469141982317,37.4346012715
64.47753069149351,49.04620672241241,27.5313202462
84.70547319536672,57.197717741047484,34.2027754846
100,100,100
26.39504893095036,42.43177119710948,27.0137148043
16.931170986484602,15.21756213385258,5.93606632211
25.806597974650668,29.30536126663716,17.1865829141
62.242899961436,50.54767133724726,38.2466315611
65.35021923799334,48.72758341883646,31.3382651237
77.24085719120569,74.6680188239779,65.9672726983
41.97392960443199,32.62706438851817,15.5278562499
57.4634585806018,34.80056762821673,14.4890790187
42.21811499088283,35.120528999371096,26.490390448
38.244016407713865,27.45797682259081,13.5494220537
42.82803915746992,31.91158387755658,17.0055471469
68.07372703277173,47.352850279251555,23.6810796747
36.72946442920547,27.40688431897467,10.4556864081
35.95403369316922,27.144585288476293,10.8072278779
42.07202679118311,31.225622190703213,14.7376012536
37.75885660970365,27.27372543426496,12.7403306274
43.249907479997916,33.48000956541553,19.0077042447
86.08655880830051,76.22751743604171,70.268052954
71.14553752920834,51.132072095519455,33.3691411691
76.0375809198182,62.686258105591634,41.2078194776
47.14878236958395,46.347607368957455,40.7424797606
29.93631432366193,30.558536624404365,21.345576173
12.271766219223665,13.606013392300136,4.30375399604
52.49308797315562,37.9547281028132,14.9645762069
93.51422064609748,100.06121768975405,108.48860818
71.96670962893187,55.28504895862748,39.8347002234
82.23284535322807,52.07385147237484,32.8470062846
63.92080801510234,48.657165940120464,29.8622137339
60.393317750031514,45.902866132952305,26.7706317451
55.53913584935513,38.27096141613759,18.1696458428
35.045158473543495,27.97524827348449,12.1813378343
62.242899961436,50.54767133724726,38.2466315611
39.26970812402486,34.23488396370881,13.9414653109
60.41910468272695,48.66300627482839,33.3772174895
68.20763135186553,51.08557865539301,34.6872953663
26.403522496723316,17.896795367966696,8.48908380006
33.90422225597219,19.340854876124418,7.40552996995
23.218600918282963,19.313381112440695,6.43670118247
75.22524577231646,64.27031095128596,46.2990907527
81.16326262661653,58.047974675447,42.6399956364
81.16326262661653,58.047974675447,42.6399956364
75.60170617965731,55.62791077010869,37.8342368122
66.07264820140932,52.0091351503668,36.1330427605
93.51422064609748,100.06121768975405,108.48860818
71.66097448306869,47.14327376069771,27.3806700736
81.33890732554538,61.12598497361349,44.4791336821
60.393317750031514,45.902866132952305,26.7706317451
76.29359329056716,54.562608815971736,36.3664981184
72.53860453119383,63.20781890595205,49.9402560289
75.50092276066064,61.41692245952057,50.6575862089
51.61703547908725,47.24605110317026,28.381280305
60.51913937048054,43.4145652324536,24.4737293697
64.91593894304008,50.84268140475977,36.7326852874
71.66097448306869,47.14327376069771,27.3806700736
71.3231224598181,51.45662776098918,27.9934455604
61.7651782266656,42.701476884424395,19.9303474407
74.33430149137716,47.683336216971114,26.9768777847
66.50084435405704,45.31372573800099,25.6691172866
64.95924410130662,55.55732746422124,27.6323862452
68.63451157419259,56.3356373239185,39.5008122779
72.53860453119383,63.20781890595205,49.9402560289
77.24085719120569,74.6680188239779,65.9672726983
61.73140331740436,47.74913584839748,28.1211970311
40.65453120227873,29.92867482881274,9.88871429716
68.53323454723362,72.05833746878722,76.3205380239
71.66097448306869,47.14327376069771,27.3806700736
24.128763907817426,18.351359632477312,6.95690602824
67.98159276995712,73.60660163322149,68.569135407
60.0927856024085,44.406853436899176,26.1091857032
23.021425219512743,20.49772841035051,9.57727913876
32.95154620058957,25.474948641014056,11.6604382153
33.05535597489257,26.72038453010651,9.85645382674
41.01218143051961,29.952055386819794,12.1795035097
20.126132577668233,22.19580751755863,9.642720949
32.15655931355563,24.855230486578776,9.47509044241
79.15561506114422,67.89160039127108,62.2415885629
30.959942210986824,26.119216668336197,9.42811718445
31.617506795777082,25.283452152877516,9.44130580532
59.98951433819513,52.71074877244084,33.6945934316
28.49984230400316,26.00368922729775,8.30525742374
29.46516239240784,27.443024834460484,11.8607373933
29.717649106116497,27.14345910081326,8.74171833689
32.037949079879866,26.22673905824508,10.3395540649
33.014254663216846,25.96581198438451,8.38011217854
38.82539299659149,30.9305121950958,16.0561111076
35.045158473543495,27.97524827348449,12.1813378343
37.09566044619278,28.493052020607458,11.4217341778
72.53860453119383,63.20781890595205,49.9402560289
64.8356396218691,45.52610694617908,25.892738324
58.105272325312086,42.4686442996349,26.1588210088
78.84441011805602,62.82398220425193,42.2166683279
62.55328925310685,58.48983591471326,42.4569376488
68.67097440142206,50.649484738189635,30.5278126311
85.50124060853491,57.762900630014514,42.4108156103
57.171527630240405,51.8125397906852,37.8526419566
61.73140331740436,47.74913584839748,28.1211970311
60.355858265037995,48.70621084885598,30.2752014193
63.7629332242559,49.01139436669318,28.1867494075
60.0927856024085,44.406853436899176,26.1091857032
68.90207139805433,51.752498612873666,32.6895078294
65.35021923799334,48.72758341883646,31.3382651237
86.08655880830051,76.22751743604171,70.268052954
52.58200951148467,41.72329908154164,18.9880352694
58.74188479900228,47.48467099104797,33.8088000674
60.48868695648705,52.347534678614274,36.7261698377
60.319124682797984,42.36355766236836,17.9957539275
64.22661214202797,51.966269752831664,28.00726034
60.355858265037995,48.70621084885598,30.2752014193
60.4900522354786,49.008015698713876,28.6773241817
68.20763135186553,51.08557865539301,34.6872953663
61.57753456669164,52.98469141982317,37.4346012715
66.03670672752523,50.38414186412421,24.9615715952
61.45723188066046,45.646003712080464,22.5777066509
76.66495757930846,65.60738961371966,48.3671989096
68.0381602911054,59.3547139569879,48.3100022523
69.22928649750502,61.11098470995635,42.5284070703
61.57753456669164,52.98469141982317,37.4346012715
61.70228084079724,41.66220864781476,20.4740013054
59.82668932985198,43.631218275704036,23.7734528982
60.41910468272695,48.66300627482839,33.3772174895
52.84222054685345,34.924653302323684,17.2451159944
22.64140298839017,20.36030820473506,8.41103214647
25.85322807801352,23.119677769888362,12.3489800747
19.48907762669247,20.212618619547055,6.55331000314
27.47230278182639,25.348644899577057,15.0068137655
82.07956186891438,54.12114971733685,29.0804802188
18.301676623253506,15.728995128100475,5.17687128501
86.24448274005788,68.29200373440096,58.5982228104
93.51422064609748,100.06121768975405,108.48860818
22.679799172079964,21.125609282175006,10.1247284112
84.10919628853975,53.19548856602745,35.3162797755
58.57376342863149,41.05835464078115,15.7389106434
69.78607112305201,48.61954969444178,22.0006029897
83.77157858827223,49.874289428511354,31.3393662444
86.08655880830051,76.22751743604171,70.268052954
60.51913937048054,43.4145652324536,24.4737293697
72.44120678315029,58.566374638816875,40.4855449769
86.83453416484598,75.67402090138286,71.1587741308
42.502932122563536,29.994141320712192,12.4737720872
84.51129228520784,66.84098494193952,47.7446244961
36.29688576765001,32.06718235096114,15.4155871192
36.29688576765001,32.06718235096114,15.4155871192
36.29688576765001,32.06718235096114,15.4155871192
72.52107864136794,61.63832392678243,39.8007868655
71.14553752920834,51.132072095519455,33.3691411691
42.502932122563536,29.994141320712192,12.4737720872
72.21754461181233,60.241586233482295,46.8068554103
56.36814457603339,51.20735152898196,32.5330435871
60.31225186199294,48.1574880670707,31.6785570882
64.56663073128297,47.79619001270881,28.6869395928
22.679799172079964,21.125609282175006,10.1247284112
24.41570128969025,28.820265671687828,17.4811210478
63.676585232701285,46.217611120817054,28.76700586
61.57753456669164,52.98469141982317,37.4346012715
55.53913584935513,38.27096141613759,18.1696458428
58.47117436881029,47.63910197230845,29.1934366369
63.681476759197544,44.702829975472966,23.0951090683
39.10335761783112,34.7826678572379,11.3212043108
56.379598417697686,78.89391228375264,79.8819118879
17.163109399451134,14.758751875221709,4.71432986373
77.45335453405808,54.459902147298536,43.6495654848
26.031174188589663,22.878081635295064,14.70834492
60.4900522354786,49.008015698713876,28.6773241817
59.58457669348144,44.51393459973454,24.5148374169
61.57753456669164,52.98469141982317,37.4346012715
72.53860453119383,63.20781890595205,49.9402560289
39.10335761783112,34.7826678572379,11.3212043108
34.117299124238755,29.758611536253927,14.4360302761
71.30059809384164,70.3224288586859,60.1421047077
60.393317750031514,45.902866132952305,26.7706317451
77.45335453405808,54.459902147298536,43.6495654848
77.45335453405808,54.459902147298536,43.6495654848
70.31536773901156,57.50603740333568,37.3309219954
71.81208787037457,49.45739888607556,22.6571258334
52.58200951148467,41.72329908154164,18.9880352694
93.51422064609748,100.06121768975405,108.48860818
32.95154620058957,25.474948641014056,11.6604382153
33.90422225597219,19.340854876124418,7.40552996995
28.230975867172937,25.12285534212665,10.2404771957
31.295326045492782,27.48765415150386,11.6441620832
19.11544547998048,15.049194137539454,3.94223966353
38.91748489847953,25.02910238243972,13.8287917457
76.72382241311907,52.77124638898667,33.7643533113
85.50124060853491,57.762900630014514,42.4108156103
72.02586881072257,51.57741528074122,35.2554732163
86.08655880830051,76.22751743604171,70.268052954
68.07372703277173,47.352850279251555,23.6810796747
68.20763135186553,51.08557865539301,34.6872953663
83.209891625273,54.357696977712976,31.7635350702
71.049870814964,48.429105459663,28.6261780955
81.4434970840564,53.213713768166784,30.1221307547
25.908087289302973,17.944099751051343,4.67501972757
30.0014445258772,22.04178198608415,9.54346264531
28.141351913367767,19.74305066180221,6.02917568829
26.05531125272156,16.837577050762654,3.71259851432
28.427189462867307,21.20833566070905,9.08806064274
31.07400479764817,21.33879383290437,7.9434960625
32.95154620058957,25.474948641014056,11.6604382153
31.47409848541684,19.23299115136083,6.58542114112
29.523058187080014,25.97238978832428,17.1656602941
24.60164236947467,19.903023541643847,7.89585118237
27.373045614365548,25.029502697967843,15.9273203309
29.189158065427467,20.903153911977487,7.57730652771
33.66509536279201,23.879155874323914,11.1236577469
72.53860453119383,63.20781890595205,49.9402560289
63.13926624421106,46.62006802639237,20.5589038089
61.837697764946334,49.71868372434511,29.7447599896
56.42532949813916,45.28379169214627,26.4866780553
29.803010093315724,26.23639678365775,9.65855026501
50.53558808325216,47.16624013944807,23.4844547241
53.71695965976874,37.089660572799964,16.4375309872
32.978987430835446,27.574553744309444,9.06728261249
28.100407051872438,20.836713055079453,6.99328116708
52.84222054685345,34.924653302323684,17.2451159944
72.05897162705516,61.55154040957777,39.5430725693
63.04630314814155,41.35645766136176,25.4200703444
60.41910468272695,48.66300627482839,33.3772174895
24.128763907817426,18.351359632477312,6.95690602824
28.230975867172937,25.12285534212665,10.2404771957
82.57931767112355,79.85403937117518,75.6637532436
45.665175416498656,45.24137341978201,16.7486096221
58.29239024513271,43.168643746661594,19.6246334966
82.57931767112355,79.85403937117518,75.6637532436
60.393317750031514,45.902866132952305,26.7706317451
76.11285503515826,59.23823796243284,41.9447522697
60.393317750031514,45.902866132952305,26.7706317451
68.07372703277173,47.352850279251555,23.6810796747
72.44120678315029,58.566374638816875,40.4855449769
83.53469030678075,73.12594249581751,61.3866938273
35.95403369316922,27.144585288476293,10.8072278779
29.70598641783992,22.00445237317372,6.93734251848
79.52731580131064,50.76706213987692,27.7975623519
31.78698582447729,22.906213649463822,7.18329226879
64.95388261618379,47.004506842233425,27.7125016836
72.21754461181233,60.241586233482295,46.8068554103
75.50092276066064,61.41692245952057,50.6575862089
65.93966198728441,49.83753259020685,30.1995520505
78.49257389908092,58.99914149302504,41.3436026166
66.12423569945963,53.6490187924094,33.8402475259
62.55868500577921,45.34452531367915,31.0258124539
82.57931767112355,79.85403937117518,75.6637532436
75.91088270674454,51.456106501088406,28.7230817998
76.11285503515826,59.23823796243284,41.9447522697
80.9105290027638,66.3645205075309,52.8292297738
59.60486199977954,48.859297880254346,32.1091748473
70.4774966028209,50.64630512296723,28.4334458526
66.07264820140932,52.0091351503668,36.1330427605
72.05303933743255,56.18873114461225,44.0077601888
76.62711360105962,62.49514512154981,53.0124670167
58.641111022741434,44.39794122859744,31.1475265362
56.33695858331132,48.08521967123083,34.384798881
59.584650860859156,42.86460009102283,22.9695310066
69.71643073175424,52.29315830206927,35.6459027307
68.53323454723362,72.05833746878722,76.3205380239
93.5554690883458,50.89040200378043,30.8660624005
67.98159276995712,73.60660163322149,68.569135407
66.67630002032688,49.56350085914013,32.7977798075
61.93412295365726,45.04290306624026,27.5568201277
82.8453710666136,80.23870512524678,62.698611751
56.03659124792165,47.58742148524945,23.6285098709
71.14553752920834,51.132072095519455,33.3691411691
56.67354791203859,51.00572558353007,39.856739628
64.95924410130662,55.55732746422124,27.6323862452
69.17003960211217,51.390999105838695,31.2482548828
83.53469030678075,73.12594249581751,61.3866938273
74.64326981305224,50.78736967404615,30.4838420802
71.2143218697687,49.92830918146297,30.4112537047
56.79659705348874,44.886375567310985,26.3097777869
63.00209526045671,43.97722409425147,25.3150594862
86.83453416484598,75.67402090138286,71.1587741308
71.66097448306869,47.14327376069771,27.3806700736
63.25288520687295,44.749494736109675,24.1581306072
64.91593894304008,50.84268140475977,36.7326852874
66.71220139944869,47.08998259036297,26.2678837532
83.14654532970542,69.81646400050046,57.6554149249
76.29359329056716,54.562608815971736,36.3664981184
77.72803163674362,61.77565229397505,47.0589835444
57.881105217174344,40.90988937488993,24.9162918551
76.0375809198182,62.686258105591634,41.2078194776
100,100,100
77.78377010746303,80.28210122148582,76.5435770423
56.42532949813916,45.28379169214627,26.4866780553
63.92080801510234,48.657165940120464,29.8622137339
68.43851157908449,54.4199676014837,39.741548388
75.22524577231646,64.27031095128596,46.2990907527
72.02586881072257,51.57741528074122,35.2554732163
70.31536773901156,57.50603740333568,37.3309219954
72.53860453119383,63.20781890595205,49.9402560289
65.19052964768719,54.24074257032997,36.7191855564
62.242899961436,50.54767133724726,38.2466315611
68.20763135186553,51.08557865539301,34.6872953663
71.69614382395217,54.596301502135866,31.4136618869
76.93162063463362,62.65092368562624,45.1190259882
70.91473430577767,49.46893478528006,29.7665722462
72.44120678315029,58.566374638816875,40.4855449769
64.80191122872647,51.05814905433624,36.709745968
60.41910468272695,48.66300627482839,33.3772174895
79.15561506114422,67.89160039127108,62.2415885629
93.51422064609748,100.06121768975405,108.48860818
82.18424000964404,78.28457168653475,79.2056595453
82.52432756982398,75.0633935276183,64.3415166064
71.049870814964,48.429105459663,28.6261780955
74.53353144880258,57.31260202617098,39.2378004927
71.96670962893187,55.28504895862748,39.8347002234
56.557348424585676,41.53887894805521,21.2395132122
67.93792622572481,47.79072901801834,24.458688292
60.393317750031514,45.902866132952305,26.7706317451
86.7112027866545,83.23133372910702,72.3593562631
60.51913937048054,43.4145652324536,24.4737293697
71.14553752920834,51.132072095519455,33.3691411691
53.8458738438684,38.08164857217671,16.739825799
24.128763907817426,18.351359632477312,6.95690602824
75.50092276066064,61.41692245952057,50.6575862089
60.393317750031514,45.902866132952305,26.7706317451
58.60393268111225,47.011885331773094,32.3281797882
21.511948518890545,16.85669611660325,7.54468873653
68.05652591848028,52.046009913754155,31.0769374193
75.60170617965731,55.62791077010869,37.8342368122
69.85265480389029,53.340503101837676,29.1848323834
70.07922871244934,56.333041285443656,40.2681658512
82.53843285080805,73.54857676859399,41.4008280144
70.75058218306431,50.03612914614547,26.424009696
71.260548957311,59.502867921753314,44.1190903387
78.89752959274064,54.80775171514155,32.1287829384
71.30059809384164,70.3224288586859,60.1421047077
76.80000528658422,53.75068488874933,29.0243842637
23.021088686921843,21.034620113198663,6.08758509861
60.38336944303556,57.41873104541444,43.2576547774
31.012040947734903,19.991340964404227,9.27822705722
27.103255179107798,24.74676689200075,10.2940049506
64.66639081411277,59.590183035683,54.7503106286
20.801948036870257,19.439140942212866,5.15768409148
20.51910512645323,20.186313565923772,5.99112223479
30.413205878614225,21.50101240909589,3.59330097943
25.554305878396615,33.12963437682858,18.0097539737
23.925736570663585,30.39928366172125,9.25966902338
36.42369233683206,38.67329860505554,33.2696109637
26.864604894361747,25.059650324249994,11.4754371997
27.550708118790023,26.26175889838806,8.43528763701
25.806597974650668,29.30536126663716,17.1865829141
28.1850020382453,28.839968118948722,15.7891659392
38.151456278325426,41.762809609435216,33.0396295677
28.305643705539584,21.815406211314244,7.33132960452
31.178155899531372,32.68129344672049,24.0304069834
30.46387132412952,27.390824068766666,15.4619641346
28.51169671274653,27.437257370045113,9.16412655283
52.58200951148467,41.72329908154164,18.9880352694
84.51129228520784,66.84098494193952,47.7446244961
37.27905602406933,36.612164368933364,18.0653616527
79.15561506114422,67.89160039127108,62.2415885629
37.02832658223092,43.56525955243128,35.04446628
25.541177266796026,19.201134462369815,5.2855942998
86.7112027866545,83.23133372910702,72.3593562631
27.103255179107798,24.74676689200075,10.2940049506
19.702472861522594,18.32099993065384,8.57378747618
27.138405512378895,19.538332960242823,9.4901421207
28.230975867172937,25.12285534212665,10.2404771957
79.64883674523011,84.26385982852821,70.968319124
56.379598417697686,78.89391228375264,79.8819118879
18.561919677996215,13.297958447007971,2.79691451691
17.163109399451134,14.758751875221709,4.71432986373
20.643498602402452,14.188175290410033,3.63277402771
19.702472861522594,18.32099993065384,8.57378747618
15.835937135830925,13.223531219287374,3.32544232855
15.435616948777048,16.198393514495184,6.89781603072
24.100901910539086,18.247342436630095,8.23725219793
18.31757493999277,16.684496460758652,4.68219105088
19.180045040781373,14.262126237256684,4.29181710353
24.136213945908437,20.003910834028783,9.50491328304
13.514454905187185,14.185437439006257,4.07517797262
16.931170986484602,15.21756213385258,5.93606632211
14.531966022350886,15.034500330892703,4.25489293063
17.579155346373827,15.735927191008384,5.31891257141
15.89054311013339,14.694705660740343,4.42959614377
15.800330219348524,13.805881301204565,4.40031809772
21.385624551303412,15.37387784759241,5.37329638146
18.768701652640875,14.407545899723956,4.37540305461
15.435616948777048,16.198393514495184,6.89781603072
12.338682917396095,12.90717286426025,3.63564442438
19.896680992140265,12.935631525314276,2.41890964898
26.036051517189346,24.33065394743915,19.7173980083
14.193121264475375,13.945614722463018,4.20560082532
16.250760653911343,13.45393702690858,4.23487873831
16.07096889170311,14.73989397023855,3.98908593456
42.21811499088283,35.120528999371096,26.490390448
22.594431592131397,17.538515561393414,7.45164836953
13.566798503056674,12.849362413259598,3.27914115775
17.879335783171072,14.208076218683358,3.75980908623
21.745976083436492,17.82645736819877,9.5531393869
16.574766484685235,15.237665053496688,3.36754937524
12.899113243172335,13.353344433073074,4.94719636186
16.440414088195514,21.862472380816985,5.97639913312
22.809231774727433,29.01349912841181,15.2791048316
13.818039711125063,16.014019163160434,4.90175111182
18.004192120787923,21.449447579933665,6.67962638823
16.508030470505155,19.26291267047079,5.7505143577
18.155182723773976,26.577800810799506,10.6241940881
18.422535913948266,22.65392756506685,7.17498684449
16.92465046676871,25.84136188756782,8.71923719692
14.060137447785436,21.76577186108081,5.33229513169
45.78748754690166,50.45830175713727,21.8438330265
46.28211586732414,49.406641173359894,21.8326743266
45.78748754690166,50.45830175713727,21.8438330265
46.298289000416965,53.6233549369136,18.5219819082
52.73364223542676,62.82701901209268,36.6469841489
76.11285503515826,59.23823796243284,41.9447522697
77.45335453405808,54.459902147298536,43.6495654848
40.643083462289646,53.68291804140749,34.7771834218
29.378608050761358,21.11270696559866,10.7417520532
33.88087836191282,21.788102281367237,10.8999396422
47.14878236958395,46.347607368957455,40.7424797606
23.264942494213166,26.65424696597934,8.40360733197
18.3425943894817,24.892198324272005,5.62666889736
21.531523608154675,28.20159252333386,11.8834894768
24.99560124901156,23.172150066513368,9.54295877818
24.94406454574921,44.65956428195075,28.0609701951
19.644044367162174,13.168498549063454,2.90139695576
20.575128089979465,18.965633858129333,5.11907114475
60.393317750031514,45.902866132952305,26.7706317451
84.10919628853975,53.19548856602745,35.3162797755
70.09772185535446,61.23666580561348,41.1139463022
85.50124060853491,57.762900630014514,42.4108156103
71.3231224598181,51.45662776098918,27.9934455604
60.0927856024085,44.406853436899176,26.1091857032
89.26201482331865,57.379490177775935,34.9157955872
68.28441624335767,57.92364460832361,39.9099028862
71.73075489360393,78.58242341195736,66.539064883
19.35820561990397,24.90331129304456,7.04773108036
16.708244444166986,19.430750940327652,5.35368929774
21.02186104367317,25.11030589332724,11.3591555872
26.39504893095036,42.43177119710948,27.0137148043
18.026832289657982,27.4364260844699,15.7550196322
24.41570128969025,28.820265671687828,17.4811210478
20.13334024181905,22.627907309875972,8.44865621866
20.13334024181905,22.627907309875972,8.44865621866
75.50092276066064,61.41692245952057,50.6575862089
60.393317750031514,45.902866132952305,26.7706317451
19.180045040781373,14.262126237256684,4.29181710353
28.702636338184952,22.59945484965766,8.80373170822
32.037949079879866,26.22673905824508,10.3395540649
45.59956925598668,60.91355926000415,51.3043759382
80.9105290027638,66.3645205075309,52.8292297738
45.93636573175714,44.89022318760307,17.1286461269
45.889280226120604,49.04547411052428,16.958050173
50.78708985126964,56.50326611253513,28.8203461314
20.126132577668233,22.19580751755863,9.642720949
31.688078844376683,49.09761734695287,33.1418079191
25.47250190856078,34.4768988001851,9.36748255737
31.688078844376683,49.09761734695287,33.1418079191
26.864604894361747,25.059650324249994,11.4754371997
29.655274571990958,40.66851375316729,26.0946128701
21.180148059688197,28.149056491818857,11.5700877518
25.86672032411363,30.632911850324522,13.6839281954
93.51422064609748,100.06121768975405,108.48860818
84.51129228520784,66.84098494193952,47.7446244961
60.393317750031514,45.902866132952305,26.7706317451
21.51406492603031,26.72133171351297,12.4130527502
77.24085719120569,74.6680188239779,65.9672726983
21.51406492603031,26.72133171351297,12.4130527502
18.95981639020428,27.868773234472403,15.6545205625
38.151456278325426,41.762809609435216,33.0396295677
77.24085719120569,74.6680188239779,65.9672726983
72.05303933743255,56.18873114461225,44.0077601888
29.267869918160926,24.421247828610475,9.9117672223
60.092325497146845,49.77016402410147,22.2814051282
77.03181347500401,54.25585150503305,30.4473769705
80.24096010008415,52.46621475077136,25.6716889357
76.03231235887561,54.59206849508266,28.634006453
66.38665198782488,52.101383302573126,33.2764212978
62.43466644735107,43.79976652952461,19.9829511862
35.99284128496675,22.61436622034445,10.6227848716
83.17600611184193,49.514008419330494,25.3898631642
86.57265564264348,55.05018073888631,31.4210562403
83.41513708818704,50.59363038029575,24.8830178847
78.03332992815926,49.04901894554387,26.4982395264
78.03332992815926,49.04901894554387,26.4982395264
24.32344102527671,22.32218549049085,7.03543018913
19.96290263710743,17.68087038856011,8.54048092982
27.404197511352415,21.756044322273645,6.4336201984
28.25504878173806,24.858858255609285,9.25606907224
28.602466432288654,21.0899672552535,4.09273497909
19.967713387757446,20.52955511409948,5.12897601279
23.438929394065447,20.28342782109693,5.20985873358
27.134576236064856,20.488417308607453,6.17319110319
28.634629813214868,22.678064070653605,7.83316849446
30.56015657807199,20.826701748285465,5.40645717636
32.92812624549729,27.25023980385769,12.7757293858
22.706936938049996,18.83383039724658,5.98789750942
32.84343150450046,24.34774249274769,8.42460306098
66.38665198782488,52.101383302573126,33.2764212978
34.30610403123437,29.823466842656032,6.02537104592
33.937465643049805,27.284325075465503,7.68392210942
42.70581058294328,33.132611804800014,10.4884390966
40.4608990916692,31.670219293929303,10.8413134101
32.024663615364105,25.570564447262434,5.98641390554
48.08354805780134,32.86670088150445,10.7392934178
43.13499461617386,34.11280260787045,14.8299595952
60.709319164672124,35.42459500559268,13.0442031075
60.709319164672124,35.42459500559268,13.0442031075
64.4363456839208,43.47958634574981,27.1322947902
66.25127274285262,42.584801708500486,18.0843079508
35.890789774149624,32.1729866180938,17.9424225904
38.83038674051408,26.98297404245078,12.8671545954
29.64430526140007,28.567818975201405,12.540305837
29.803010093315724,26.23639678365775,9.65855026501
29.476334021601474,28.734772194682108,11.8205368038
32.9375634397177,29.836067055795912,13.3367512965
39.35529412678424,37.14867949735827,24.5590857071
90.41553383995861,54.24606673678605,24.0089283403
91.75215658325374,56.93697770147973,31.4471756186
105.52735494410128,67.82452536874408,48.0748310413
94.71999168866941,52.329697681606405,24.3925703393
113.00068137863846,54.0545866493726,21.9305208935
55.45596839806372,36.05917532705644,17.4815040369
72.05303933743255,56.18873114461225,44.0077601888
24.100901910539086,18.247342436630095,8.23725219793
77.82034538848143,58.77890066420907,48.6417139009
