"traffic_inefficiency_index","traffic_co2_index",rent_index
32.33373778796496,2660,11.0233143832
255.90064922550806,5647.09090909091,14.0188610264
162.3465317669884,600,8.74123016713
69.81962866315614,2660,6.81241638091
165.36257972105147,5763.333333333334,20.3168377683
278.44621725044516,7813.75,19.4246194272
120.23333202898398,2561.6382978723404,32.3281797882
242.54027268862083,10370.285714285712,57.6554149249
183.10447842304248,7780.839333333334,9.08806064274
165.11016258267367,6426.307692307692,29.7665722462
213.0942195374624,3808.9090909090905,40.4855449769
197.69688673814082,5554.88695652174,24.5148374169
46.357974562329815,3620,12.3041628331
183.0911155574788,2917.5000000000005,81.1692085933
210.40957649812023,7145.254901960784,52.8292297738
165.11016258267367,6426.307692307692,29.7665722462
136.88746156091125,4786.954545454545,37.4346012715
27.59332118844899,800.7692307692307,27.5313202462
102.44271423491185,1907.04,34.2027754846
183.88187452140292,3210.9454545454546,100
137.4947330772118,4477.999999999999,27.0137148043
202.50005089541426,5564.3076923076915,5.93606632211
106.35786288437122,2734.857142857143,17.1865829141
110.21598408454803,6206.666666666666,38.2466315611
89.9450298380776,3990.25,31.3382651237
107.1008086888979,5033.538461538462,65.9672726983
311.17712464012175,17733.333333333336,15.5278562499
246.03703089783562,12856.666666666668,14.4890790187
257.19358432813925,10608.503311258277,26.490390448
178.35642368017437,6222.318181818182,13.5494220537
274.76770141740667,10724.951219512197,17.0055471469
192.38065492021082,3466.6666666666665,23.6810796747
117.24730372971534,7536.666666666666,10.4556864081
252.83733198076717,7562.428571428572,10.8072278779
291.9675964842879,10248.541666666668,14.7376012536
62.95074829008919,5320,12.7403306274
442.7647752983975,12901,19.0077042447
211.0677880169931,2188.275,70.268052954
189.1722781505227,6958.1578947368425,33.3691411691
202.9436143612259,6079.333333333334,41.2078194776
285.8685689055463,8709.650793650793,40.7424797606
75.89549950699528,4833.333333333334,21.345576173
56.51960740254886,3325,4.30375399604
87.13779012163207,2886.4,14.9645762069
274.19919123414735,6901.200000000002,108.48860818
207.3144548296685,9439.589743589744,39.8347002234
87.83941773963036,3167.806451612903,32.8470062846
62.66491028450731,4631.529411764705,29.8622137339
118.95021611752185,5605,26.7706317451
37.87781594606223,1330.8,18.1696458428
229.76299055420952,7639.75,12.1813378343
110.21598408454803,6206.666666666666,38.2466315611
78.52097734753632,5440,13.9414653109
127.51236966817727,6629.3125,33.3772174895
68.5362190904486,3635.5555555555557,34.6872953663
88.32056371643587,2750.0000000000005,8.48908380006
54.50809092664316,1563,7.40552996995
50.45056067304914,1351.5555555555557,6.43670118247
294.4371320607749,8089.135135135135,46.2990907527
151.26683989594855,8284,42.6399956364
151.26683989594855,8284,42.6399956364
235.27825870489923,6671.367088607594,37.8342368122
158.32121744318394,5805.314285714286,36.1330427605
274.19919123414735,6901.200000000002,108.48860818
133.9657288509284,6498,27.3806700736
116.88432659114387,6224.4,44.4791336821
118.95021611752185,5605,26.7706317451
163.68302804769718,6937.0526315789475,36.3664981184
168.71333460436924,6965.849056603773,49.9402560289
261.31189687713265,8431.407089719627,50.6575862089
52.391749446551785,3990,28.381280305
111.07552099250735,4772.35294117647,24.4737293697
116.069551045307,4804.75,36.7326852874
133.9657288509284,6498,27.3806700736
110.46450524370685,3803.181818181818,27.9934455604
130.60612403726904,4508.500000000001,19.9303474407
128.83138359427616,5109.999999999999,26.9768777847
88.51700189549246,3059,25.6691172866
100.95012888758198,2748.666666666667,27.6323862452
96.93788519661007,5798.8,39.5008122779
168.71333460436924,6965.849056603773,49.9402560289
107.1008086888979,5033.538461538462,65.9672726983
177.72073600745875,4959.527777777777,28.1211970311
125.7334003810254,1197,9.88871429716
169.40109207423407,8512,76.3205380239
133.9657288509284,6498,27.3806700736
101.23234909014128,6004,6.95690602824
79.74778812803113,3635.333333333333,68.569135407
224.43601035647075,4341.777777777778,26.1091857032
93.42358691348363,300,9.57727913876
328.486802623367,6102.5,11.6604382153
240.18256728824406,6000.285714285715,9.85645382674
140.80414263440758,5024.533333333334,12.1795035097
313.59487194282985,6413.3,9.642720949
167.4906879616351,5723.636363636364,9.47509044241
239.0285424929392,8422.119047619046,62.2415885629
149.65006092621567,5931.666666666667,9.42811718445
311.97579704423686,4260,9.44130580532
58.708110995012845,5320,33.6945934316
41.47325289033723,2660,8.30525742374
134.10323419923662,6770,11.8607373933
218.18591941743477,5674.666666666666,8.74171833689
187.3783708142809,4750.048780487805,10.3395540649
201.68016462239706,5603.181818181819,8.38011217854
247.86940850018294,5855.489795918367,16.0561111076
229.76299055420952,7639.75,12.1813378343
510.3751466418915,6384,11.4217341778
168.71333460436924,6965.849056603773,49.9402560289
283.6895954844256,9389.8,25.892738324
250.9832056476961,6650,26.1588210088
90.82788036532845,5652.5,42.2166683279
49.9795407143932,4034.333333333333,42.4569376488
176.40982207353127,5625.203883495145,30.5278126311
118.5098484635176,4322.5,42.4108156103
196.15622377431953,5994.8,37.8526419566
177.72073600745875,4959.527777777777,28.1211970311
127.98059575463773,4229.2266666666665,30.2752014193
65.62878982935534,2394.2222222222217,28.1867494075
224.43601035647075,4341.777777777778,26.1091857032
221.58050986107622,3072.6956521739135,32.6895078294
89.9450298380776,3990.25,31.3382651237
211.0677880169931,2188.275,70.268052954
159.65057966923618,5655,18.9880352694
238.77308616653644,5364,33.8088000674
147.33252669466805,6426.571428571428,36.7261698377
39.15545414370038,2766.4,17.9957539275
110.56027346858986,5212.5,28.00726034
127.98059575463773,4229.2266666666665,30.2752014193
117.51134546834697,3790.7619047619046,28.6773241817
68.5362190904486,3635.5555555555557,34.6872953663
136.88746156091125,4786.954545454545,37.4346012715
34.91501754060027,2553.6,24.9615715952
175.72061964510326,2909.75,22.5777066509
224.24217231063326,6355.436363636364,48.3671989096
164.49470129201077,5879.515151515153,48.3100022523
219.23708932267002,8330,42.5284070703
136.88746156091125,4786.954545454545,37.4346012715
128.47044612653053,3832.5,20.4740013054
143.4665623793361,5277.142857142857,23.7734528982
127.51236966817727,6629.3125,33.3772174895
143.2770829284892,3568.4285714285716,17.2451159944
214.0501370300703,2694.6666666666665,8.41103214647
218.71386792634112,3656.21359223301,12.3489800747
156.36030705807406,5237.5,6.55331000314
77.04812207467921,5763.333333333334,15.0068137655
162.61982411824036,3060.6153846153848,29.0804802188
18.071003471116125,1650,5.17687128501
161.06797096375752,6268.363636363637,58.5982228104
274.19919123414735,6901.200000000002,108.48860818
179.95641279577188,5587.862068965516,10.1247284112
89.40042856776158,4496.2,35.3162797755
108.41219327260264,4366.32,15.7389106434
82.21442077925609,2830,22.0006029897
65.52356286733229,4699.333333333334,31.3393662444
211.0677880169931,2188.275,70.268052954
111.07552099250735,4772.35294117647,24.4737293697
213.0942195374624,3808.9090909090905,40.4855449769
317.4125887712441,11105.528301886794,71.1587741308
160.3943877053537,7958.500000000001,12.4737720872
154.66859352824886,3135.333333333333,47.7446244961
94.93547184394818,5117.333333333334,15.4155871192
94.93547184394818,5117.333333333334,15.4155871192
94.93547184394818,5117.333333333334,15.4155871192
126.60824944050891,5290.444444444444,39.8007868655
189.1722781505227,6958.1578947368425,33.3691411691
160.3943877053537,7958.500000000001,12.4737720872
248.8439751970224,10225.940594059404,46.8068554103
117.26457277959108,1539.8588235294117,32.5330435871
277.377078563341,7085.272727272727,31.6785570882
287.0396981774923,5940.666666666666,28.6869395928
179.95641279577188,5587.862068965516,10.1247284112
292.72818905221374,8224.697674418605,17.4811210478
118.15550546337288,6738.666666666666,28.76700586
136.88746156091125,4786.954545454545,37.4346012715
37.87781594606223,1330.8,18.1696458428
185.50495153416512,6308,29.1934366369
52.59492867835704,2252.153846153846,23.0951090683
317.4202441004624,9500,11.3212043108
146.93394752898266,1672.1489361702131,79.8819118879
157.80796404437044,3943.2340425531916,4.71432986373
252.240606267286,10402.482142857141,43.6495654848
132.71119823726463,4297.9418604651155,14.70834492
117.51134546834697,3790.7619047619046,28.6773241817
197.69688673814082,5554.88695652174,24.5148374169
136.88746156091125,4786.954545454545,37.4346012715
168.71333460436924,6965.849056603773,49.9402560289
317.4202441004624,9500,11.3212043108
259.8795731815451,12674.117647058823,14.4360302761
213.59300368244172,5648.697674418605,60.1421047077
118.95021611752185,5605,26.7706317451
252.240606267286,10402.482142857141,43.6495654848
252.240606267286,10402.482142857141,43.6495654848
220.8625619737341,8187.499999999999,37.3309219954
96.20606436686408,3789.428571428571,22.6571258334
159.65057966923618,5655,18.9880352694
274.19919123414735,6901.200000000002,108.48860818
328.486802623367,6102.5,11.6604382153
54.50809092664316,1563,7.40552996995
93.83171343294725,4190,10.2404771957
58.74712007213824,4598,11.6441620832
163.98521638639386,4252.5,3.94223966353
16.18232522955889,400,13.8287917457
76.25690613056348,4524.8,33.7643533113
118.5098484635176,4322.5,42.4108156103
175.3897005798176,7361.029411764705,35.2554732163
211.0677880169931,2188.275,70.268052954
192.38065492021082,3466.6666666666665,23.6810796747
68.5362190904486,3635.5555555555557,34.6872953663
146.0068604950833,4077.142857142857,31.7635350702
110.72847278664281,5873.360000000001,28.6261780955
137.0672423853831,2860,30.1221307547
58.107432468275356,2960,4.67501972757
63.539373839771656,4699.333333333334,9.54346264531
80.45771443246878,6384,6.02917568829
27.635308039347894,2284.0533333333333,3.71259851432
183.10447842304248,7780.839333333334,9.08806064274
136.61403323835762,3369.333333333333,7.9434960625
328.486802623367,6102.5,11.6604382153
323.5487154551172,6691.538461538461,6.58542114112
271.59630476043026,9474.63551401869,17.1656602941
181.2446477312175,3952.8571428571427,7.89585118237
56.20436996977702,3297.666666666667,15.9273203309
359.3427477278331,9228,7.57730652771
183.2026253568034,8801.666666666666,11.1236577469
168.71333460436924,6965.849056603773,49.9402560289
221.03624182504493,4560.888888888889,20.5589038089
112.42369959257633,4902,29.7447599896
122.12309092132509,5852,26.4866780553
47.94490489905782,2422.5714285714284,9.65855026501
174.3497784478488,3325,23.4844547241
78.95166540386013,1885,16.4375309872
84.82643152921112,6096.666666666668,9.06728261249
93.41427241577101,7093.333333333334,6.99328116708
143.2770829284892,3568.4285714285716,17.2451159944
164.63012046230057,9398.666666666668,39.5430725693
392.90170194253375,5763.333333333334,25.4200703444
127.51236966817727,6629.3125,33.3772174895
101.23234909014128,6004,6.95690602824
93.83171343294725,4190,10.2404771957
216.9105865970664,7161.784615384616,75.6637532436
39.67105490197499,3990,16.7486096221
74.26361891545606,5586,19.6246334966
216.9105865970664,7161.784615384616,75.6637532436
118.95021611752185,5605,26.7706317451
224.3361897419192,9482.9,41.9447522697
118.95021611752185,5605,26.7706317451
192.38065492021082,3466.6666666666665,23.6810796747
213.0942195374624,3808.9090909090905,40.4855449769
149.89490423648485,4005.714285714286,61.3866938273
252.83733198076717,7562.428571428572,10.8072278779
2.565323759492731,532,6.93734251848
51.65023129365638,1450.9090909090908,27.7975623519
135.480099975998,2839.3333333333335,7.18329226879
130.51144578423967,6070.5,27.7125016836
248.8439751970224,10225.940594059404,46.8068554103
261.31189687713265,8431.407089719627,50.6575862089
98.20070018453508,4640.222222222222,30.1995520505
147.1006249882139,4928.521739130434,41.3436026166
174.92579932073699,5368.363636363637,33.8402475259
79.47741902023833,4775.333333333333,31.0258124539
216.9105865970664,7161.784615384616,75.6637532436
106.41197586335062,4935.777777777778,28.7230817998
224.3361897419192,9482.9,41.9447522697
210.40957649812023,7145.254901960784,52.8292297738
140.50755412644585,6902,32.1091748473
188.2990587885863,7850.666666666667,28.4334458526
158.32121744318394,5805.314285714286,36.1330427605
210.5084412110487,8650.984126984125,44.0077601888
219.4803681864641,8586.257425742575,53.0124670167
134.2098211255302,5110,31.1475265362
370.08012607953447,11392.275862068966,34.384798881
199.9065756170772,8212.75,22.9695310066
153.81835247166376,5865.882352941177,35.6459027307
169.40109207423407,8512,76.3205380239
135.63627438673902,4884.727272727273,30.8660624005
79.74778812803113,3635.333333333333,68.569135407
236.44290989758716,7492.333333333334,32.7977798075
54.252424602706334,4743.666666666666,27.5568201277
228.26876442716565,10688,62.698611751
54.91138668659757,3830.4,23.6285098709
189.1722781505227,6958.1578947368425,33.3691411691
0,0,39.856739628
100.95012888758198,2748.666666666667,27.6323862452
222.85030619351272,9350.923076923076,31.2482548828
149.89490423648485,4005.714285714286,61.3866938273
105.21700220601316,6551.481481481482,30.4838420802
190.16386846464638,6550.813559322034,30.4112537047
24.30880538873705,2460.5,26.3097777869
131.99476784508957,4235.538461538462,25.3150594862
317.4125887712441,11105.528301886794,71.1587741308
133.9657288509284,6498,27.3806700736
43.73697676144277,4078.666666666667,24.1581306072
116.069551045307,4804.75,36.7326852874
97.08973751719446,6295.333333333334,26.2678837532
242.54027268862083,10370.285714285712,57.6554149249
163.68302804769718,6937.0526315789475,36.3664981184
202.50544143405892,7050.2307692307695,47.0589835444
135.4443973452416,7891.333333333334,24.9162918551
202.9436143612259,6079.333333333334,41.2078194776
183.88187452140292,3210.9454545454546,100
133.42660188804987,4575.818181818181,76.5435770423
122.12309092132509,5852,26.4866780553
62.66491028450731,4631.529411764705,29.8622137339
203.7418885822755,9159.433962264151,39.741548388
294.4371320607749,8089.135135135135,46.2990907527
175.3897005798176,7361.029411764705,35.2554732163
220.8625619737341,8187.499999999999,37.3309219954
168.71333460436924,6965.849056603773,49.9402560289
163.6694785133767,8060.25641025641,36.7191855564
110.21598408454803,6206.666666666666,38.2466315611
68.5362190904486,3635.5555555555557,34.6872953663
142.17502332682656,6270,31.4136618869
126.74906695520923,6424.974358974358,45.1190259882
165.11016258267367,6426.307692307692,29.7665722462
213.0942195374624,3808.9090909090905,40.4855449769
191.917571893449,7065.822222222223,36.709745968
127.51236966817727,6629.3125,33.3772174895
239.0285424929392,8422.119047619046,62.2415885629
274.19919123414735,6901.200000000002,108.48860818
200.31435957031158,8537.387755102041,79.2056595453
270.507464681922,7917.91724137931,64.3415166064
110.72847278664281,5873.360000000001,28.6261780955
369.7007224253156,13338,39.2378004927
207.3144548296685,9439.589743589744,39.8347002234
233.4739482673606,9930.666666666668,21.2395132122
149.52261266414806,6965.935483870967,24.458688292
118.95021611752185,5605,26.7706317451
232.90093107368844,8143,72.3593562631
111.07552099250735,4772.35294117647,24.4737293697
189.1722781505227,6958.1578947368425,33.3691411691
168.90223288543282,3353.333333333333,16.739825799
101.23234909014128,6004,6.95690602824
261.31189687713265,8431.407089719627,50.6575862089
118.95021611752185,5605,26.7706317451
120.23333202898398,2561.6382978723404,32.3281797882
195.57120750289337,6442.500000000001,7.54468873653
162.239060622247,4564.367346938776,31.0769374193
235.27825870489923,6671.367088607594,37.8342368122
83.49275284515377,6605.666666666666,29.1848323834
85.41417412008497,3792.846153846154,40.2681658512
0,0,41.4008280144
75.8640026411415,3489.8571428571427,26.424009696
181.86348282599494,5593.7919999999995,44.1190903387
201.14696550151683,6513.679012345679,32.1287829384
213.59300368244172,5648.697674418605,60.1421047077
48.33411418759263,4655,29.0243842637
135.32359751387318,4905.555555555556,6.08758509861
86.36562602372818,7980,43.2576547774
225.6162674456098,5143.1612903225805,9.27822705722
256.9651760265917,7585.24,10.2940049506
4.9546022967134125,478.8,54.7503106286
301.94193777779094,10275,5.15768409148
374.00312410828,5554,5.99112223479
0,0,3.59330097943
133.58703797913003,4384,18.0097539737
389.12458342904205,1600,9.25966902338
185.82145335306802,5416.400000000001,33.2696109637
71.39416410241347,2651.4285714285716,11.4754371997
347.42886721755474,200,8.43528763701
106.35786288437122,2734.857142857143,17.1865829141
143.3355308479724,1742.5,15.7891659392
207.60596892960487,3779.948717948718,33.0396295677
85.16848351920036,3724,7.33132960452
88.19699604052846,2014.0000000000002,24.0304069834
103.58969711333896,6076.666666666668,15.4619641346
178.69174311760537,3266.666666666667,9.16412655283
159.65057966923618,5655,18.9880352694
154.66859352824886,3135.333333333333,47.7446244961
745.229365106096,2660,18.0653616527
239.0285424929392,8422.119047619046,62.2415885629
286.2559802061127,4011.4285714285716,35.04446628
33.539573022134405,1330,5.2855942998
232.90093107368844,8143,72.3593562631
256.9651760265917,7585.24,10.2940049506
268.3313936156632,7193.963898916967,8.57378747618
177.74495362728211,2718.1142857142854,9.4901421207
93.83171343294725,4190,10.2404771957
138.9245708944423,4741.428571428572,70.968319124
146.93394752898266,1672.1489361702131,79.8819118879
476.8765390652314,1995,2.79691451691
157.80796404437044,3943.2340425531916,4.71432986373
125.91929670153462,1760,3.63277402771
268.3313936156632,7193.963898916967,8.57378747618
249.68506751140282,2952.4615384615386,3.32544232855
227.21699883565975,5040.636363636363,6.89781603072
309.37494737812773,9398.6,8.23725219793
322.11897388667114,6480.333333333334,4.68219105088
190.25086640458073,11970,4.29181710353
240.70202310055467,8026.717948717948,9.50491328304
258.9763693800248,2992.5,4.07517797262
202.50005089541426,5564.3076923076915,5.93606632211
146.45840713198524,3970.857142857143,4.25489293063
181.66529403378354,5330.533333333335,5.31891257141
43.40503707912913,2459.2,4.42959614377
144.32915899307847,3841.6666666666665,4.40031809772
313.3730873020678,5630.8888888888905,5.37329638146
231.91107333175881,6824.545454545455,4.37540305461
227.21699883565975,5040.636363636363,6.89781603072
308.5414478692472,5853.333333333333,3.63564442438
115.87203345793104,4790,2.41890964898
282.5939588660934,7188.830769230769,19.7173980083
157.83747119346654,2276.727272727273,4.20560082532
62.46672358017923,2416.666666666667,4.23487873831
72.78630585926724,100,3.98908593456
257.19358432813925,10608.503311258277,26.490390448
214.90244301919964,5328.611570247933,7.45164836953
58.99989519695764,1706.6666666666665,3.27914115775
99.86431549473399,4105.714285714285,3.75980908623
198.4642994854047,7650,9.5531393869
238.12882594233838,1336.6666666666667,3.36754937524
100.30678997910974,3302,4.94719636186
273.56329893970343,6736.315789473683,5.97639913312
306.0241839532182,8661.161290322581,15.2791048316
75.02772792593751,2720,4.90175111182
117.52988572740222,3188.0952380952376,6.67962638823
58.652036713244065,3200,5.7505143577
202.854934607931,6000,10.6241940881
221.58564765010473,4409,7.17498684449
421.8929327419902,15495,8.71923719692
166.35155941188097,2665.4,5.33229513169
110.3402211301324,493.2,21.8438330265
0,0,21.8326743266
110.3402211301324,493.2,21.8438330265
101.27808844012347,0,18.5219819082
122.05371599894602,1181.4716981132076,36.6469841489
224.3361897419192,9482.9,41.9447522697
252.240606267286,10402.482142857141,43.6495654848
109.03006279781496,700,34.7771834218
90.48072911628014,3442.6666666666665,10.7417520532
76.31960371208478,4965.333333333334,10.8999396422
285.8685689055463,8709.650793650793,40.7424797606
296.9441996284999,9921.8,8.40360733197
88.91404616029288,6457.5,5.62666889736
155.55801800279258,9398.666666666668,11.8834894768
92.72270568375222,4110,9.54295877818
211.71562098820482,4630,28.0609701951
8.912483333292311,600,2.90139695576
234.70886515558897,1616.923076923077,5.11907114475
118.95021611752185,5605,26.7706317451
89.40042856776158,4496.2,35.3162797755
215.13813692800872,7076.1489361702115,41.1139463022
118.5098484635176,4322.5,42.4108156103
110.46450524370685,3803.181818181818,27.9934455604
224.43601035647075,4341.777777777778,26.1091857032
135.9770926314082,7359.333333333334,34.9157955872
72.07127103244878,2493.2500000000005,39.9099028862
156.93992974054623,8246,66.539064883
102.46707566103109,800,7.04773108036
63.850853823411335,3325,5.35368929774
163.49674360695602,6150.923076923076,11.3591555872
137.4947330772118,4477.999999999999,27.0137148043
101.76909970417704,7980,15.7550196322
292.72818905221374,8224.697674418605,17.4811210478
258.74707563244476,10280,8.44865621866
258.74707563244476,10280,8.44865621866
261.31189687713265,8431.407089719627,50.6575862089
118.95021611752185,5605,26.7706317451
190.25086640458073,11970,4.29181710353
159.2302315029982,2217.1111111111113,8.80373170822
187.3783708142809,4750.048780487805,10.3395540649
165.65050638072424,2656.0135135135138,51.3043759382
210.40957649812023,7145.254901960784,52.8292297738
112.23685354138847,4276.666666666667,17.1286461269
37.158702234156024,2550.0000000000005,16.958050173
159.61749276517838,2971.794871794872,28.8203461314
313.59487194282985,6413.3,9.642720949
117.67529557878534,2634.2608695652175,33.1418079191
324.49132719287536,6356,9.36748255737
117.67529557878534,2634.2608695652175,33.1418079191
71.39416410241347,2651.4285714285716,11.4754371997
273.80055513231275,8677.534246575342,26.0946128701
109.24548864988904,6351.538461538461,11.5700877518
154.24494628705065,6235.714285714286,13.6839281954
274.19919123414735,6901.200000000002,108.48860818
154.66859352824886,3135.333333333333,47.7446244961
118.95021611752185,5605,26.7706317451
147.34728654046634,3116.5714285714284,12.4130527502
107.1008086888979,5033.538461538462,65.9672726983
147.34728654046634,3116.5714285714284,12.4130527502
139.6663820627719,3806.631578947369,15.6545205625
207.60596892960487,3779.948717948718,33.0396295677
107.1008086888979,5033.538461538462,65.9672726983
210.5084412110487,8650.984126984125,44.0077601888
108.1183342938187,2171.5,9.9117672223
169.38183494308635,2693.714285714286,22.2814051282
79.75635905373777,1619,30.4473769705
38.881962212018045,1910.0000000000002,25.6716889357
108.35123346119693,900,28.634006453
49.47303793375671,1280.927536231884,33.2764212978
36.29862631539274,1127.2727272727273,19.9829511862
117.62659925102204,4460.920634920635,10.6227848716
181.75109662706777,5183.64705882353,25.3898631642
116.80214857187475,4389.379310344827,31.4210562403
268.157275474272,4227.368421052632,24.8830178847
28.408905524755493,997.7777777777778,26.4982395264
28.408905524755493,997.7777777777778,26.4982395264
47.84063937612745,1439.9999999999998,7.03543018913
23.03186300144033,1500.4,8.54048092982
23.615234820958282,2039.3333333333335,6.4336201984
155.50373490853903,3543.3529411764703,9.25606907224
6.302077402183078,0,4.09273497909
102.15861203914694,7980,5.12897601279
0,0,5.20985873358
6.5808859910179205,1064,6.17319110319
59.619790055031764,1572.4615384615386,7.83316849446
156.05195090566772,1600,5.40645717636
107.48064790863654,3071.419847328244,12.7757293858
28.051671938010344,1995,5.98789750942
88.9499947106174,2432.421052631579,8.42460306098
49.47303793375671,1280.927536231884,33.2764212978
0,0,6.02537104592
56.75981109782076,1176.6153846153845,7.68392210942
14.167658696677792,1730,10.4884390966
53.308391652913805,2370,10.8413134101
14.398850064986954,1330,5.98641390554
22.34579358792326,2261,10.7392934178
125.55320146137983,3941.8782608695656,14.8299595952
32.42767940122272,1995,13.0442031075
32.42767940122272,1995,13.0442031075
54.841102879570556,3087.2631578947367,27.1322947902
72.89116980913789,3857.2222222222217,18.0843079508
67.13967196174549,2113.0476190476193,17.9424225904
153.33950508403822,4623.377431906614,12.8671545954
68.81264184359469,3887.5,12.540305837
47.94490489905782,2422.5714285714284,9.65855026501
69.7017929528265,1950.6666666666665,11.8205368038
66.31745638207622,3013,13.3367512965
84.53531031511385,2118.946666666667,24.5590857071
47.57153984545553,332.8571428571429,24.0089283403
61.95514769336195,1684.7692307692307,31.4471756186
103.04746044883383,1581.9756097560974,48.0748310413
24.539104686941,0,24.3925703393
295.7842382093509,1810.4,21.9305208935
150.82581474659418,2218.555555555555,17.4815040369
210.5084412110487,8650.984126984125,44.0077601888
309.37494737812773,9398.6,8.23725219793
211.52592255059434,8758.27027027027,48.6417139009
14.64634937818556,1064,24.9056330599
70.61814873152893,3101.4285714285716,32.0375225143
102.44271423491185,1907.04,34.2027754846
24.539104686941,0,30.0220901395
200.16783029040937,4650,21.6384663346
50.262556584556435,2281.5,19.3563210727
14.080151336393634,1862,19.3310469387
111.00003837703049,922.4615384615385,25.5671465792
65.87179426639035,471.11111111111114,22.0239083189
48.801686362455385,3990,20.1313185863
54.03505305936629,1322.5,29.2836405212
69.35309769323443,1788.5714285714284,25.6583683298
72.38939740533107,1551.875,24.4309848592
128.15440230408728,3521.4285714285716,24.1982257371
113.76823574311918,3671.875,26.5996442532
108.32655248470127,3946.3636363636365,22.871309752
153.15100163124978,4628.4,23.8882002455
82.21442077925609,2830,22.0006029897
154.66859352824886,3135.333333333333,47.7446244961
81.13599708034852,2381.111111111111,23.3683899316
96.20606436686408,3789.428571428571,22.6571258334
38.66880593559691,1750.3333333333335,22.5218738923
175.10317777021834,1767.5,23.734113592
117.26457277959108,1539.8588235294117,32.5330435871
27.59332118844899,800.7692307692307,27.5313202462
46.17182736932241,2216.666666666667,21.9717602473
78.117941846901,1503.2727272727273,21.7973792116
61.66964495898472,3894.8,18.6644591132
35.126972796041,1981.6666666666667,29.9231697773
38.069265462204214,1949.6666666666667,18.9657055343
92.83740849206927,2531.142857142857,22.4114252579
0,200,25.6739810953
138.97768190330237,960,18.3093729062
61.023155291770166,2227.9166666666665,34.6720494357
147.26320316548941,550,28.060783653
0,0,14.2162672779
88.68796529913979,2226.4102564102564,34.7928279968
229.94891912368527,479.2,23.6983921568
16.47545238450406,1126.6666666666667,16.9210755697
56.23805158606455,1211.6666666666667,22.8336241216
0,200,21.7346088094
234.93129409892776,1350,19.8464194411
0,0,25.2662423847
