"cpi_index","cpi_and_rent_index",restaurant_price_index
66.46124983838601,46.63659575489325,71.3685020411
69.03248413687002,45.724003929634726,78.8068859236
79.17457561793132,51.03232595306165,69.8725865342
63.519132997616644,41.19319192606559,44.9377110048
64.45847138862,44.287912180989,70.1985693861
78.69175588487997,66.3645205075309,80.9105290028
68.57479948974381,42.55901808800864,43.9415225644
64.56905236377052,45.10299055570511,73.6782492606
93.13296258048321,83.23133372910702,86.7112027867
100,100,100
86.67042646412803,62.82701901209268,52.7336422354
78.23331470313805,54.59206849508266,76.0323123589
34.93069690183388,23.535044502389187,31.312043108
65.12205337330758,47.83239295136145,64.8680580825
71.13467541835358,54.562608815971736,76.2935932906
100,100,100
62.72806705961762,44.51393459973454,59.5845766935
62.42938910148287,41.72329908154164,52.5820095115
62.72806705961762,44.51393459973454,59.5845766935
65.12205337330758,47.83239295136145,64.8680580825
83.67033297059498,79.85403937117518,82.5793176711
66.44258704557105,51.57741528074122,72.0258688107
56.15014264030979,34.7826678572379,39.1033576178
71.66791610251472,56.3356373239185,68.6345115742
93.13296258048321,83.23133372910702,86.7112027867
66.17270661030837,44.175902055484286,67.2433525417
33.20781665752953,20.95777965047648,23.2206400943
36.28131643114544,25.758673447514198,28.904087861
39.635754394830215,25.997787197454354,34.9814821286
38.54635740402228,26.855456841328103,26.4490605726
34.46135163750662,22.2019926739646,25.464854269
31.005694136783195,19.47409710076455,21.8590861872
45.77032071446029,33.63805358389949,42.1858205475
46.31937726411391,33.500134130298946,40.4325047052
60.3850368959886,47.011885331773094,58.6039326811
80.8921119004823,69.81646400050046,83.1465453297
32.24684868006232,21.20833566070905,28.4271894629
67.41281684051268,49.46893478528006,70.9147343058
75.03344929904435,58.566374638816875,72.4412067832
62.72806705961762,44.51393459973454,59.5845766935
34.93366992277807,24.147435849223395,29.5087502671
91.03523602345145,86.33264657614997,94.2008832431
78.69175588487997,66.3645205075309,80.9105290028
67.41281684051268,49.46893478528006,70.9147343058
67.14690080040614,52.98469141982317,61.5775345667
68.64084084790304,49.04620672241241,64.4775306915
78.1403093159733,57.197717741047484,84.7054731954
100,100,100
56.473731133854066,42.43177119710948,26.395048931
23.67066342116773,15.21756213385258,16.9311709865
40.342511201345886,29.30536126663716,25.8065979747
61.75081545068881,50.54767133724726,62.2428999614
64.5648656680971,48.72758341883646,65.350219238
82.59220365012901,74.6680188239779,77.2408571912
48.20012946989652,32.62706438851817,41.9739296044
53.29920987239569,34.80056762821673,57.4634585806
42.980408137187474,35.120528999371096,42.2181149909
40.12516157454229,27.45797682259081,38.2440164077
45.48722306678604,31.91158387755658,42.8280391575
68.91186173910647,47.352850279251555,68.0737270328
42.8451494206491,27.40688431897467,36.7294644292
42.023796544927436,27.144585288476293,35.9540336932
46.24204991264349,31.225622190703213,42.0720267912
40.509981835425435,27.27372543426496,37.7588566097
46.660628855445715,33.48000956541553,43.24990748
81.65508621444,76.22751743604171,86.0865588083
67.30962120246873,51.132072095519455,71.1455375292
82.2476974358723,62.686258105591634,76.0375809198
51.452464642291915,46.347607368957455,47.1487823696
38.94921948750579,30.558536624404365,29.9363143237
22.078025067179716,13.606013392300136,12.2717662192
58.892956867701244,37.9547281028132,52.4930879732
92.38599088931353,100.06121768975405,93.5142206461
69.35641907308384,55.28504895862748,71.9667096289
69.58465717704809,52.07385147237484,82.2328453532
65.77462609005994,48.657165940120464,63.9208080151
63.327505265816086,45.902866132952305,60.39331775
56.57818904371032,38.27096141613759,55.5391358494
42.35951643163749,27.97524827348449,35.0451584735
61.75081545068881,50.54767133724726,62.2428999614
52.717069035710026,34.23488396370881,39.269708124
62.58450378772187,48.66300627482839,60.4191046827
66.02027801764778,51.08557865539301,68.2076313519
26.464847369319443,17.896795367966696,26.4035224967
30.21092500008781,19.340854876124418,33.904222256
31.040788192088957,19.313381112440695,23.2186009183
80.63755904108868,64.27031095128596,75.2252457723
72.08075668515325,58.047974675447,81.1632626266
72.08075668515325,58.047974675447,81.1632626266
71.83345902339202,55.62791077010869,75.6017061797
66.46825033396945,52.0091351503668,66.0726482014
92.38599088931353,100.06121768975405,93.5142206461
65.1420203050475,47.14327376069771,71.6609744831
76.28706708105564,61.12598497361349,81.3389073255
63.327505265816086,45.902866132952305,60.39331775
71.13467541835358,54.562608815971736,76.2935932906
75.29122174427002,63.20781890595205,72.5386045312
71.21596357913178,61.41692245952057,75.5009227607
64.42709837756912,47.24605110317026,51.6170354791
60.66488859217003,43.4145652324536,60.5191393705
63.693328408564874,50.84268140475977,64.915938943
65.1420203050475,47.14327376069771,71.6609744831
72.82566780440416,51.45662776098918,71.3231224598
63.440231447110705,42.701476884424395,61.7651782267
66.54169633256328,47.683336216971114,74.3343014914
63.205008388741504,45.31372573800099,66.5008443541
80.98990442755814,55.55732746422124,64.9592441013
71.66791610251472,56.3356373239185,68.6345115742
75.29122174427002,63.20781890595205,72.5386045312
82.59220365012901,74.6680188239779,77.2408571912
65.62523666760461,47.74913584839748,61.7314033174
48.18002349111174,29.92867482881274,40.6545312023
68.17654796743096,72.05833746878722,68.5332345472
65.1420203050475,47.14327376069771,71.6609744831
28.728832443312612,18.351359632477312,24.1287639078
78.19446258852298,73.60660163322149,67.98159277
61.07141287983359,44.406853436899176,60.0927856024
30.443502848873326,20.49772841035051,23.0214252195
38.05648272036436,25.474948641014056,32.9515462006
42.079171220221504,26.72038453010651,33.0553559749
46.138366752853955,29.952055386819794,41.0121814305
33.62850267626309,22.19580751755863,20.1261325777
38.86265819471769,24.855230486578776,32.1565593136
73.03733586631783,67.89160039127108,79.1556150611
41.32059771679029,26.119216668336197,30.959942211
39.711651055353926,25.283452152877516,31.6175067958
70.02966917620951,52.71074877244084,59.9895143382
42.12249590421053,26.00368922729775,28.499842304
41.63455782652823,27.443024834460484,29.4651623924
43.902802820335005,27.14345910081326,29.7176491061
40.69595680539679,26.22673905824508,32.0379490799
41.98194824972298,25.96581198438451,33.0142546632
44.47733929400822,30.9305121950958,38.8253929966
42.35951643163749,27.97524827348449,35.0451584735
44.04071607819722,28.493052020607458,37.0956604462
75.29122174427002,63.20781890595205,72.5386045312
63.407152947889344,45.52610694617908,64.8356396219
57.32277891884638,42.4686442996349,58.1052723253
81.59204664015738,62.82398220425193,78.8444101181
73.09176169473399,58.48983591471326,62.5532892531
68.97525203276771,50.649484738189635,68.6709744014
71.7447772881937,57.762900630014514,85.5012406085
64.52648512290077,51.8125397906852,57.1715276302
65.62523666760461,47.74913584839748,61.7314033174
65.49221093932204,48.70621084885598,60.355858265
67.9773925939911,49.01139436669318,63.7629332243
61.07141287983359,44.406853436899176,60.0927856024
69.11407428996212,51.752498612873666,68.9020713981
64.5648656680971,48.72758341883646,65.350219238
81.65508621444,76.22751743604171,86.0865588083
62.42938910148287,41.72329908154164,52.5820095115
59.93993945799981,47.48467099104797,58.741884799
66.57465732403634,52.347534678614274,60.4886869565
64.55647971911455,42.36355766236836,60.3191246828
73.78688330675209,51.966269752831664,64.226612142
65.49221093932204,48.70621084885598,60.355858265
67.52414694744208,49.008015698713876,60.4900522355
66.02027801764778,51.08557865539301,68.2076313519
67.14690080040614,52.98469141982317,61.5775345667
73.53769015266549,50.38414186412421,66.0367067275
66.65540300925163,45.646003712080464,61.4572318807
81.30885424731072,65.60738961371966,76.6649575793
69.41366012497929,59.3547139569879,68.0381602911
78.03502520443962,61.11098470995635,69.2292864975
67.14690080040614,52.98469141982317,61.5775345667
60.95932049218279,41.66220864781476,61.7022808408
61.716633114033534,43.631218275704036,59.8266893299
62.58450378772187,48.66300627482839,60.4191046827
51.026251860136604,34.924653302323684,52.8422205469
31.243084308863367,20.36030820473506,22.6414029884
32.92906629942291,23.119677769888362,25.853228078
32.65280300265548,20.212618619547055,19.4890776267
34.76744417993264,25.348644899577057,27.4723027818
76.92688274430687,54.12114971733685,82.0795618689
25.339318016901945,15.728995128100475,18.3016766233
77.12059275386316,68.29200373440096,86.2444827401
92.38599088931353,100.06121768975405,93.5142206461
31.14463661766152,21.125609282175006,22.6797991721
69.47893747433494,53.19548856602745,84.1091962885
64.11798091112499,41.05835464078115,58.5737634286
72.86269511199318,48.61954969444178,69.7860711231
66.75492873551467,49.874289428511354,83.7715785883
81.65508621444,76.22751743604171,86.0865588083
60.66488859217003,43.4145652324536,60.5191393705
75.03344929904435,58.566374638816875,72.4412067832
79.78627167037833,75.67402090138286,86.8345341648
45.95077791525864,29.994141320712192,42.5029321226
84.23295196338731,66.84098494193952,84.5112922852
47.23258499130172,32.06718235096114,36.2968857677
47.23258499130172,32.06718235096114,36.2968857677
47.23258499130172,32.06718235096114,36.2968857677
81.5268113417915,61.63832392678243,72.5210786414
67.30962120246873,51.132072095519455,71.1455375292
45.95077791525864,29.994141320712192,42.5029321226
72.47723690008235,60.241586233482295,72.2175446118
68.21493518841713,51.20735152898196,56.368144576
63.16563713016098,48.1574880670707,60.312251862
65.199896548897,47.79619001270881,64.5666307313
31.14463661766152,21.125609282175006,22.6797991721
39.14736595391091,28.820265671687828,24.4157012897
62.11071033531614,46.217611120817054,63.6765852327
67.14690080040614,52.98469141982317,61.5775345667
56.57818904371032,38.27096141613759,55.5391358494
64.43844989579719,47.63910197230845,58.4711743688
64.38201284871482,44.702829975472966,63.6814767592
56.15014264030979,34.7826678572379,39.1033576178
77.99409388215106,78.89391228375264,56.3795984177
23.906686470877585,14.758751875221709,17.1631093995
64.3053917764759,54.459902147298536,77.4533545341
30.318650843690353,22.878081635295064,26.0311741886
67.52414694744208,49.008015698713876,60.4900522355
62.72806705961762,44.51393459973454,59.5845766935
67.14690080040614,52.98469141982317,61.5775345667
75.29122174427002,63.20781890595205,72.5386045312
56.15014264030979,34.7826678572379,39.1033576178
43.713617712214095,29.758611536253927,34.1172991242
79.59413602001977,70.3224288586859,71.3005980938
63.327505265816086,45.902866132952305,60.39331775
64.3053917764759,54.459902147298536,77.4533545341
64.3053917764759,54.459902147298536,77.4533545341
75.88047806307861,57.50603740333568,70.315367739
73.8656868642931,49.45739888607556,71.8120878704
62.42938910148287,41.72329908154164,52.5820095115
92.38599088931353,100.06121768975405,93.5142206461
38.05648272036436,25.474948641014056,32.9515462006
30.21092500008781,19.340854876124418,33.904222256
38.67694752936526,25.12285534212665,28.2309758672
41.917078666065485,27.48765415150386,31.2953260455
25.164827766725367,15.049194137539454,19.11544548
35.22975992534107,25.02910238243972,38.9174848985
70.08173120755892,52.77124638898667,76.7238224131
71.7447772881937,57.762900630014514,85.5012406085
66.44258704557105,51.57741528074122,72.0258688107
81.65508621444,76.22751743604171,86.0865588083
68.91186173910647,47.352850279251555,68.0737270328
66.02027801764778,51.08557865539301,68.2076313519
74.93527875760326,54.357696977712976,83.2098916253
66.46457670152708,48.429105459663,71.049870815
74.24432069364919,53.213713768166784,81.4434970841
30.02888432705423,17.944099751051343,25.9080872893
33.42459801613784,22.04178198608415,30.0014445259
32.23293123105006,19.74305066180221,28.1413519134
28.791121523841813,16.837577050762654,26.0553112527
32.24684868006232,21.20833566070905,28.4271894629
33.53853093601825,21.33879383290437,31.0740047976
38.05648272036436,25.474948641014056,32.9515462006
30.751736890561986,19.23299115136083,31.4740984854
33.99309872735451,25.97238978832428,29.5230581871
30.83852857077253,19.903023541643847,24.6016423695
33.319294671669944,25.029502697967843,27.3730456144
33.03963923323285,20.903153911977487,29.1891580654
35.49619690176476,23.879155874323914,33.6650953628
75.29122174427002,63.20781890595205,72.5386045312
70.35521430715215,46.62006802639237,63.1392662442
67.90988952346441,49.71868372434511,61.8376977649
62.4032203601351,45.28379169214627,56.4253294981
41.334632950542364,26.23639678365775,29.8030100933
68.73437256554958,47.16624013944807,50.5355880833
55.89854081434127,37.089660572799964,53.7169596598
44.43000900735774,27.574553744309444,32.9789874308
33.444587290738234,20.836713055079453,28.1004070519
51.026251860136604,34.924653302323684,52.8422205469
81.59570264439117,61.55154040957777,72.0589716271
55.87048631322647,41.35645766136176,63.0463031481
62.58450378772187,48.66300627482839,60.4191046827
28.728832443312612,18.351359632477312,24.1287639078
38.67694752936526,25.12285534212665,28.2309758672
83.67033297059498,79.85403937117518,82.5793176711
71.19109351046853,45.24137341978201,45.6651754165
64.61129775312696,43.168643746661594,58.2923902451
83.67033297059498,79.85403937117518,82.5793176711
63.327505265816086,45.902866132952305,60.39331775
74.98824088615899,59.23823796243284,76.1128550352
63.327505265816086,45.902866132952305,60.39331775
68.91186173910647,47.352850279251555,68.0737270328
75.03344929904435,58.566374638816875,72.4412067832
83.81743663041554,73.12594249581751,83.5346903068
42.023796544927436,27.144585288476293,35.9540336932
35.72678854528453,22.00445237317372,29.7059864178
71.68648204426363,50.76706213987692,79.5273158013
37.22582868340878,22.906213649463822,31.7869858245
64.57465684268524,47.004506842233425,64.9538826162
72.47723690008235,60.241586233482295,72.2175446118
71.21596357913178,61.41692245952057,75.5009227607
67.7227788853817,49.83753259020685,65.9396619873
75.07888353374798,58.99914149302504,78.4925738991
71.68981235518692,53.6490187924094,66.1242356995
58.38526061781473,45.34452531367915,62.5586850058
83.67033297059498,79.85403937117518,82.5793176711
72.16015725589239,51.456106501088406,75.9108827067
74.98824088615899,59.23823796243284,76.1128550352
78.69175588487997,66.3645205075309,80.9105290028
64.11443449230347,48.859297880254346,59.6048619998
70.87661638980883,50.64630512296723,70.4774966028
66.46825033396945,52.0091351503668,66.0726482014
67.28252285189463,56.18873114461225,72.0530393374
71.13147272661628,62.49514512154981,76.6271136011
56.465726396586625,44.39794122859744,58.6411110227
60.56284687350934,48.08521967123083,56.3369585833
60.98398919599369,42.86460009102283,59.5846508609
67.45460860648184,52.29315830206927,69.7164307318
68.17654796743096,72.05833746878722,68.5332345472
69.12752394091252,50.89040200378043,93.5554690883
78.19446258852298,73.60660163322149,67.98159277
64.83284333139548,49.56350085914013,66.6763000203
60.9683134953552,45.04290306624026,61.9341229537
96.21330543627572,80.23870512524678,82.8453710666
69.40794596946166,47.58742148524945,56.0365912479
67.30962120246873,51.132072095519455,71.1455375292
61.1596392892711,51.00572558353007,56.673547912
80.98990442755814,55.55732746422124,64.9592441013
69.73595778227512,51.390999105838695,69.1700396021
83.81743663041554,73.12594249581751,83.5346903068
69.27876144123155,50.78736967404615,74.6432698131
67.70342324948253,49.92830918146297,71.2143218698
61.8049699185346,44.886375567310985,56.7965970535
60.97374823989885,43.97722409425147,63.0020952605
79.78627167037833,75.67402090138286,86.8345341648
65.1420203050475,47.14327376069771,71.6609744831
63.50303297562666,44.749494736109675,63.2528852069
63.693328408564874,50.84268140475977,64.915938943
66.05366194282273,47.08998259036297,66.7122013994
80.8921119004823,69.81646400050046,83.1465453297
71.13467541835358,54.562608815971736,76.2935932906
75.17882502333606,61.77565229397505,77.7280316367
55.47602208940351,40.90988937488993,57.8811052172
82.2476974358723,62.686258105591634,76.0375809198
100,100,100
83.68695364969496,80.28210122148582,77.7837701075
62.4032203601351,45.28379169214627,56.4253294981
65.77462609005994,48.657165940120464,63.9208080151
67.78830465255264,54.4199676014837,68.4385115791
80.63755904108868,64.27031095128596,75.2252457723
66.44258704557105,51.57741528074122,72.0258688107
75.88047806307861,57.50603740333568,70.315367739
75.29122174427002,63.20781890595205,72.5386045312
70.19846093324605,54.24074257032997,65.1905296477
61.75081545068881,50.54767133724726,62.2428999614
66.02027801764778,51.08557865539301,68.2076313519
75.70983802137972,54.596301502135866,71.696143824
78.61805980260789,62.65092368562624,76.9316206346
67.41281684051268,49.46893478528006,70.9147343058
75.03344929904435,58.566374638816875,72.4412067832
64.12592466506524,51.05814905433624,64.8019112287
62.58450378772187,48.66300627482839,60.4191046827
73.03733586631783,67.89160039127108,79.1556150611
92.38599088931353,100.06121768975405,93.5142206461
77.44569300550394,78.28457168653475,82.1842400096
84.82831864786249,75.0633935276183,82.5243275698
66.46457670152708,48.429105459663,71.049870815
73.77418658209912,57.31260202617098,74.5335314488
69.35641907308384,55.28504895862748,71.9667096289
60.02648031252848,41.53887894805521,56.5573484246
69.04033226056909,47.79072901801834,67.9379262257
63.327505265816086,45.902866132952305,60.39331775
93.13296258048321,83.23133372910702,86.7112027867
60.66488859217003,43.4145652324536,60.5191393705
67.30962120246873,51.132072095519455,71.1455375292
57.51866532214059,38.08164857217671,53.8458738439
28.728832443312612,18.351359632477312,24.1287639078
71.21596357913178,61.41692245952057,75.5009227607
63.327505265816086,45.902866132952305,60.39331775
60.3850368959886,47.011885331773094,58.6039326811
25.337585745658743,16.85669611660325,21.5119485189
71.1435451916998,52.046009913754155,68.0565259185
71.83345902339202,55.62791077010869,75.6017061797
75.34022549434115,53.340503101837676,69.8526548039
70.96409019908612,56.333041285443656,70.0792287124
102.827066129633,73.54857676859399,82.5384328508
71.5408134522793,50.03612914614547,70.7505821831
73.51360851015303,59.502867921753314,71.2605489573
75.46257115907765,54.80775171514155,78.8975295927
79.59413602001977,70.3224288586859,71.3005980938
76.27010717623936,53.75068488874933,76.8000052866
34.64759839666458,21.034620113198663,23.0210886869
70.31589918067668,57.41873104541444,60.383369443
29.74828518942355,19.991340964404227,31.0120409477
37.90958709358602,24.74676689200075,27.1032551791
63.99808586777659,59.590183035683,64.6663908141
32.445945420528055,19.439140942212866,20.8019480369
33.114551917661736,20.186313565923772,20.5191051265
37.81042003145447,21.50101240909589,30.4132058786
46.90003120643495,33.12963437682858,25.5543058784
49.65213981090061,30.39928366172125,23.9257365707
43.5946948846646,38.67329860505554,36.4236923368
37.43144165825356,25.059650324249994,26.8646048944
42.497177221492066,26.26175889838806,27.5507081188
40.342511201345886,29.30536126663716,25.8065979747
40.725956643158604,28.839968118948722,28.1850020382
49.707426073829815,41.762809609435216,38.1514562783
35.00674617351582,21.815406211314244,28.3056437055
40.56006869831651,32.68129344672049,31.1781558995
38.25500623407741,27.390824068766666,30.4638713241
44.079469871910376,27.437257370045113,28.5116967127
62.42938910148287,41.72329908154164,52.5820095115
84.23295196338731,66.84098494193952,84.5112922852
53.50362293291538,36.612164368933364,37.2790560241
73.03733586631783,67.89160039127108,79.1556150611
51.32555272511989,43.56525955243128,37.0283265822
31.874681145769795,19.201134462369815,25.5411772668
93.13296258048321,83.23133372910702,86.7112027867
37.90958709358602,24.74676689200075,27.1032551791
27.19825159545329,18.32099993065384,19.7024728615
28.689700007504765,19.538332960242823,27.1384055124
38.67694752936526,25.12285534212665,28.2309758672
96.37274340986252,84.26385982852821,79.6488367452
77.99409388215106,78.89391228375264,56.3795984177
22.861760420753114,13.297958447007971,18.561919678
23.906686470877585,14.758751875221709,17.1631093995
23.801483081699164,14.188175290410033,20.6434986024
27.19825159545329,18.32099993065384,19.7024728615
22.238193256667106,13.223531219287374,15.8359371358
24.66887339138668,16.198393514495184,15.4356169488
27.3640094479742,18.247342436630095,24.1009019105
27.615568926747873,16.684496460758652,18.31757494
23.342562697354627,14.262126237256684,19.1800450408
29.56584907263681,20.003910834028783,24.1362139459
23.393333347580125,14.185437439006257,13.5144549052
23.67066342116773,15.21756213385258,16.9311709865
24.852003354120598,15.034500330892703,14.5319660224
25.22319966054421,15.735927191008384,17.5791553464
24.04363090213249,14.694705660740343,15.8905431101
22.37197668452283,13.805881301204565,15.8003302193
24.481884765865967,15.37387784759241,21.3856245513
23.54429727241019,14.407545899723956,18.7687016526
24.66887339138668,16.198393514495184,15.4356169488
21.35119639022572,12.90717286426025,12.3386829174
22.513712153077346,12.935631525314276,19.8966809921
28.532166344661086,24.33065394743915,26.0360515172
22.816310317478823,13.945614722463018,14.1931212645
21.850173481441786,13.45393702690858,16.2507606539
24.53116803741021,14.73989397023855,16.0709688917
42.980408137187474,35.120528999371096,42.2181149909
26.725107008929488,17.538515561393414,22.5944315921
21.56541974449559,12.849362413259598,13.5667985031
23.723811843518483,14.208076218683358,17.8793357832
25.361362980028645,17.82645736819877,21.7459760834
26.048346020830554,15.237665053496688,16.5747664847
21.009224748418625,13.353344433073074,12.8991132432
36.33067760810047,21.862472380816985,16.4404140882
41.522067624895584,29.01349912841181,22.8092317747
26.13449212086372,16.014019163160434,13.8180397111
34.901028775612254,21.449447579933665,18.0041921208
31.569298827303648,19.26291267047079,16.5080304705
41.1075119974374,26.577800810799506,18.1551827238
36.751337765454615,22.65392756506685,18.4225359139
41.43529816677942,25.84136188756782,16.9246504668
36.732523569409494,21.76577186108081,14.0601374478
76.51886433979661,50.45830175713727,45.7874875469
74.51956902213678,49.406641173359894,46.2821158673
76.51886433979661,50.45830175713727,45.7874875469
85.5918509157817,53.6233549369136,46.2982890004
86.67042646412803,62.82701901209268,52.7336422354
74.98824088615899,59.23823796243284,76.1128550352
64.3053917764759,54.459902147298536,77.4533545341
70.90127302340305,53.68291804140749,40.6430834623
30.558030661112216,21.11270696559866,29.3786080508
31.704471742500278,21.788102281367237,33.8808783619
51.452464642291915,46.347607368957455,47.1487823696
43.275975673684194,26.65424696597934,23.2649424942
42.43823561207336,24.892198324272005,18.3425943895
43.06326791134662,28.20159252333386,21.5315236082
35.58490516129974,23.172150066513368,24.995601249
59.776696249602736,44.65956428195075,24.9440645457
22.51923806946859,13.168498549063454,19.6440443672
31.57635948591256,18.965633858129333,20.57512809
63.327505265816086,45.902866132952305,60.39331775
69.47893747433494,53.19548856602745,84.1091962885
79.56338701402387,61.23666580561348,70.0977218554
71.7447772881937,57.762900630014514,85.5012406085
72.82566780440416,51.45662776098918,71.3231224598
61.07141287983359,44.406853436899176,60.0927856024
77.83824914434624,57.379490177775935,89.2620148233
74.32961907935476,57.92364460832361,68.2844162434
89.55088491314636,78.58242341195736,71.7307548936
41.16524052761786,24.90331129304456,19.3582056199
32.25140294579096,19.430750940327652,16.7082444442
37.63413488728648,25.11030589332724,21.0218610437
56.473731133854066,42.43177119710948,26.395048931
38.0752405516375,27.4364260844699,18.0268322897
39.14736595391091,28.820265671687828,24.4157012897
35.54162812421394,22.627907309875972,20.1333402418
35.54162812421394,22.627907309875972,20.1333402418
71.21596357913178,61.41692245952057,75.5009227607
63.327505265816086,45.902866132952305,60.39331775
23.342562697354627,14.262126237256684,19.1800450408
35.1638784524488,22.59945484965766,28.7026363382
40.69595680539679,26.22673905824508,32.0379490799
69.66510120484394,60.91355926000415,45.599569256
78.69175588487997,66.3645205075309,80.9105290028
70.17401661375962,44.89022318760307,45.9363657318
78.26902278134474,49.04547411052428,45.8892802261
81.71542278163571,56.50326611253513,50.7870898513
33.62850267626309,22.19580751755863,20.1261325777
63.62933464238392,49.09761734695287,31.6880788444
57.345242768754844,34.4768988001851,25.4725019086
63.62933464238392,49.09761734695287,31.6880788444
37.43144165825356,25.059650324249994,26.8646048944
53.9416609715093,40.66851375316729,29.655274572
43.24831471927558,28.149056491818857,21.1801480597
46.06916032341489,30.632911850324522,25.8667203241
92.38599088931353,100.06121768975405,93.5142206461
84.23295196338731,66.84098494193952,84.5112922852
63.327505265816086,45.902866132952305,60.39331775
39.7525643700744,26.72133171351297,21.514064926
82.59220365012901,74.6680188239779,77.2408571912
39.7525643700744,26.72133171351297,21.514064926
38.992876189356764,27.868773234472403,18.9598163902
49.707426073829815,41.762809609435216,38.1514562783
82.59220365012901,74.6680188239779,77.2408571912
67.28252285189463,56.18873114461225,72.0530393374
37.63572442582743,24.421247828610475,29.2678699182
74.80548892460757,49.77016402410147,60.0923254971
75.93936575952851,54.25585150503305,77.031813475
76.86926844538588,52.46621475077136,80.2409601001
78.23331470313805,54.59206849508266,76.0323123589
69.24617480860756,52.101383302573126,66.3866519878
65.49087715673315,43.79976652952461,62.4346664474
33.535671771975615,22.61436622034445,35.992841285
71.48501906759186,49.514008419330494,83.1760061118
76.57035235436813,55.05018073888631,86.5726556426
74.00951247430045,50.59363038029575,83.4151370882
69.5870902224175,49.04901894554387,78.0333299282
69.5870902224175,49.04901894554387,78.0333299282
36.244563255644984,22.32218549049085,24.3234410253
26.005459384489964,17.68087038856011,19.9629026371
35.71090738673398,21.756044322273645,27.4041975114
39.06906316296206,24.858858255609285,28.2550487817
36.57015805085475,21.0899672552535,28.6024664323
34.555597647234606,20.52955511409948,19.9677133878
34.01164672487358,20.28342782109693,23.4389293941
33.52597715021551,20.488417308607453,27.1345762361
36.19801909194993,22.678064070653605,28.6346298132
34.87065456424627,20.826701748285465,30.5601565781
40.43286738129995,27.25023980385769,32.9281262455
30.533234677906545,18.83383039724658,22.706936938
38.84970566321756,24.34774249274769,32.8434315045
69.24617480860756,52.101383302573126,66.3866519878
51.49752868519646,29.823466842656032,34.3061040312
45.135347680518365,27.284325075465503,33.937465643
53.755740808135954,33.132611804800014,42.7058105829
50.64009814875331,31.670219293929303,40.4608990917
43.40678519368036,25.570564447262434,32.0246636154
53.01918710899637,32.86670088150445,48.0835480578
51.67460820470763,34.11280260787045,43.1349946162
55.80748623368243,35.42459500559268,60.7093191647
55.80748623368243,35.42459500559268,60.7093191647
58.3678451022014,43.47958634574981,64.4363456839
64.89857090298538,42.584801708500486,66.2512727429
45.133440573123366,32.1729866180938,35.8907897741
39.83892463055297,26.98297404245078,38.8303867405
43.164840262379364,28.567818975201405,29.6443052614
41.334632950542364,26.23639678365775,29.8030100933
44.13937376504581,28.734772194682108,29.4763340216
44.86278151149652,29.836067055795912,32.9375634397
48.6146235255431,37.14867949735827,39.3552941268
81.78447204212502,54.24606673678605,90.41553384
80.15175721229608,56.93697770147973,91.7521565833
85.81151474299655,67.82452536874408,105.527354944
77.77337312910569,52.329697681606405,94.7199916887
83.31150677332305,54.0545866493726,113.000681379
52.97874737488396,36.05917532705644,55.4559683981
67.28252285189463,56.18873114461225,72.0530393374
27.3640094479742,18.247342436630095,24.1009019105
68.0113205475039,58.77890066420907,77.8203453885
