"groceries_index","cpi_index",cpi_and_rent_index
63.08223819307352,63.205008388741504,45.313725738
96.35356334210158,80.98990442755814,55.5573274642
68.9764467974246,71.66791610251472,56.3356373239
72.742785053838,75.29122174427002,63.207818906
82.09669166157386,82.59220365012901,74.668018824
62.828067237613624,65.62523666760461,47.7491358484
37.302038613309975,48.18002349111174,29.9286748288
62.71615650490626,68.17654796743096,72.0583374688
59.1365942084333,65.1420203050475,47.1432737607
26.780971875368053,28.728832443312612,18.3513596325
81.91548714573862,78.19446258852298,73.6066016332
55.7467662467544,61.07141287983359,44.4068534369
23.964802927739136,30.443502848873326,20.4977284104
30.668798075301275,38.05648272036436,25.474948641
28.459092032730094,42.079171220221504,26.7203845301
34.399698271690774,46.138366752853955,29.9520553868
37.521216830795524,33.62850267626309,22.1958075176
26.803897588993742,38.86265819471769,24.8552304866
66.07293469607079,73.03733586631783,67.8916003913
32.89921275316891,41.32059771679029,26.1192166683
27.366374441532177,39.711651055353926,25.2834521529
75.96281434963352,70.02966917620951,52.7107487724
31.029382383043096,42.12249590421053,26.0036892273
30.289507876844425,41.63455782652823,27.4430248345
38.520096645277604,43.902802820335005,27.1434591008
28.82003005464445,40.69595680539679,26.2267390582
32.63129723978381,41.98194824972298,25.9658119844
31.54655995806651,44.47733929400822,30.9305121951
34.25007855591573,42.35951643163749,27.9752482735
32.88933548776915,44.04071607819722,28.4930520206
72.742785053838,75.29122174427002,63.207818906
58.40226120294619,63.407152947889344,45.5261069462
51.045539658215034,57.32277891884638,42.4686442996
81.96542795819606,81.59204664015738,62.8239822043
72.46197656386956,73.09176169473399,58.4898359147
64.36662458456424,68.97525203276771,50.6494847382
55.13896232622012,71.7447772881937,57.76290063
62.93779584869399,64.52648512290077,51.8125397907
62.828067237613624,65.62523666760461,47.7491358484
61.22827621137551,65.49221093932204,48.7062108489
58.142462623433225,67.9773925939911,49.0113943667
55.7467662467544,61.07141287983359,44.4068534369
65.40451000190912,69.11407428996212,51.7524986129
58.89647524083684,64.5648656680971,48.7275834188
60.76392933531206,81.65508621444,76.227517436
62.142811674436246,62.42938910148287,41.7232990815
49.62204443879414,59.93993945799981,47.484670991
61.77919297045181,66.57465732403634,52.3475346786
59.95740160731374,64.55647971911455,42.3635576624
68.5449137093043,73.78688330675209,51.9662697528
61.22827621137551,65.49221093932204,48.7062108489
67.92912445249581,67.52414694744208,49.0080156987
64.35038156855859,66.02027801764778,51.0855786554
67.25365255580792,67.14690080040614,52.9846914198
72.90872647915647,73.53769015266549,50.3841418641
59.36314614245878,66.65540300925163,45.6460037121
80.35334014342097,81.30885424731072,65.6073896137
67.11028131591733,69.41366012497929,59.354713957
65.73084912627436,78.03502520443962,61.11098471
67.25365255580792,67.14690080040614,52.9846914198
53.3928760365745,60.95932049218279,41.6622086478
55.74495045705529,61.716633114033534,43.6312182757
60.043396648796524,62.58450378772187,48.6630062748
42.297994135712855,51.026251860136604,34.9246533023
23.8320236471852,31.243084308863367,20.3603082047
25.551688378413235,32.92906629942291,23.1196777699
28.793482818350697,32.65280300265548,20.2126186195
26.946107387208723,34.76744417993264,25.3486448996
65.90026499373968,76.92688274430687,54.1211497173
20.82682024756283,25.339318016901945,15.7289951281
74.3827946624503,77.12059275386316,68.2920037344
94.84126165265376,92.38599088931353,100.06121769
27.028779697161436,31.14463661766152,21.1256092822
53.556037331853126,69.47893747433494,53.195488566
63.42174563745805,64.11798091112499,41.0583546408
67.14646046746698,72.86269511199318,48.6195496944
49.89468371677305,66.75492873551467,49.8742894285
60.76392933531206,81.65508621444,76.227517436
56.256514132739554,60.66488859217003,43.4145652325
76.10076459092143,75.03344929904435,58.5663746388
75.88373262716586,79.78627167037833,75.6740209014
36.52348959345394,45.95077791525864,29.9941413207
76.19456279144383,84.23295196338731,66.8409849419
41.32825459003519,47.23258499130172,32.067182351
41.32825459003519,47.23258499130172,32.067182351
41.32825459003519,47.23258499130172,32.067182351
79.40416751924973,81.5268113417915,61.6383239268
63.62594353061133,67.30962120246873,51.1320720955
36.52348959345394,45.95077791525864,29.9941413207
68.4643945341763,72.47723690008235,60.2415862335
55.34747195735229,68.21493518841713,51.207351529
57.77868056455478,63.16563713016098,48.1574880671
54.055807562658856,65.199896548897,47.7961900127
27.028779697161436,31.14463661766152,21.1256092822
34.030641587171466,39.14736595391091,28.8202656717
57.60870613601063,62.11071033531614,46.2176111208
67.25365255580792,67.14690080040614,52.9846914198
42.88924168140391,56.57818904371032,38.2709614161
67.80911259515815,64.43844989579719,47.6391019723
52.1900540841846,64.38201284871482,44.7028299755
55.95145699169025,56.15014264030979,34.7826678572
79.01797951955379,77.99409388215106,78.8939122838
25.05871606177066,23.906686470877585,14.7587518752
57.80876295664977,64.3053917764759,54.4599021473
23.822965307646406,30.318650843690353,22.8780816353
67.92912445249581,67.52414694744208,49.0080156987
61.96262979164809,62.72806705961762,44.5139345997
67.25365255580792,67.14690080040614,52.9846914198
72.742785053838,75.29122174427002,63.207818906
55.95145699169025,56.15014264030979,34.7826678572
40.28410288159543,43.713617712214095,29.7586115363
69.99828011340202,79.59413602001977,70.3224288587
63.40564173879505,63.327505265816086,45.902866133
57.80876295664977,64.3053917764759,54.4599021473
57.80876295664977,64.3053917764759,54.4599021473
73.47526255421455,75.88047806307861,57.5060374033
67.82790926428675,73.8656868642931,49.4573988861
62.142811674436246,62.42938910148287,41.7232990815
94.84126165265376,92.38599088931353,100.06121769
30.668798075301275,38.05648272036436,25.474948641
23.747946187293813,30.21092500008781,19.3408548761
29.442080384356302,38.67694752936526,25.1228553421
34.54933268662916,41.917078666065485,27.4876541515
22.399060651467764,25.164827766725367,15.0491941375
29.32103800640899,35.22975992534107,25.0291023824
57.63950029595761,70.08173120755892,52.771246389
55.13896232622012,71.7447772881937,57.76290063
61.45640517762496,66.44258704557105,51.5774152807
60.76392933531206,81.65508621444,76.227517436
58.902598500633694,68.91186173910647,47.3528502793
64.35038156855859,66.02027801764778,51.0855786554
60.51595303876209,74.93527875760326,54.3576969777
60.990730405574126,66.46457670152708,48.4291054597
70.27595478296111,74.24432069364919,53.2137137682
27.667054073607737,30.02888432705423,17.9440997511
33.458851744930634,33.42459801613784,22.0417819861
28.20773288108736,32.23293123105006,19.7430506618
26.777181447911424,28.791121523841813,16.8375770508
31.079687654941228,32.24684868006232,21.2083356607
29.47577726718081,33.53853093601825,21.3387938329
30.668798075301275,38.05648272036436,25.474948641
27.13140920638636,30.751736890561986,19.2329911514
30.908771869866747,33.99309872735451,25.9723897883
28.838218562666214,30.83852857077253,19.9030235416
34.64849577487339,33.319294671669944,25.029502698
32.54795997657946,33.03963923323285,20.903153912
32.986738062751286,35.49619690176476,23.8791558743
72.742785053838,75.29122174427002,63.207818906
63.562475759189915,70.35521430715215,46.6200680264
66.60694280863541,67.90988952346441,49.7186837243
59.529282555122464,62.4032203601351,45.2837916921
36.01661973989373,41.334632950542364,26.2363967837
60.53220212964919,68.73437256554958,47.1662401394
43.588358172616495,55.89854081434127,37.0896605728
41.61723414886527,44.43000900735774,27.5745537443
32.37354009462566,33.444587290738234,20.8367130551
42.297994135712855,51.026251860136604,34.9246533023
90.75947674347759,81.59570264439117,61.5515404096
44.80279359229106,55.87048631322647,41.3564576614
60.043396648796524,62.58450378772187,48.6630062748
26.780971875368053,28.728832443312612,18.3513596325
29.442080384356302,38.67694752936526,25.1228553421
83.70848347375414,83.67033297059498,79.8540393712
69.81224696158259,71.19109351046853,45.2413734198
64.24619978651994,64.61129775312696,43.1686437467
83.70848347375414,83.67033297059498,79.8540393712
63.40564173879505,63.327505265816086,45.902866133
72.35652989476394,74.98824088615899,59.2382379624
63.40564173879505,63.327505265816086,45.902866133
58.902598500633694,68.91186173910647,47.3528502793
76.10076459092143,75.03344929904435,58.5663746388
90.11347703118214,83.81743663041554,73.1259424958
34.67757791522848,42.023796544927436,27.1445852885
26.832394570410774,35.72678854528453,22.0044523732
60.077376132443284,71.68648204426363,50.7670621399
40.81801213545769,37.22582868340878,22.9062136495
65.14349371164319,64.57465684268524,47.0045068422
68.4643945341763,72.47723690008235,60.2415862335
69.23550787323578,71.21596357913178,61.4169224595
66.55958616168269,67.7227788853817,49.8375325902
71.67220904087027,75.07888353374798,58.999141493
72.20812639543777,71.68981235518692,53.6490187924
51.77284371535723,58.38526061781473,45.3445253137
83.70848347375414,83.67033297059498,79.8540393712
64.65080514675009,72.16015725589239,51.4561065011
72.35652989476394,74.98824088615899,59.2382379624
74.44505767913029,78.69175588487997,66.3645205075
61.84963475719722,64.11443449230347,48.8592978803
65.11651093989434,70.87661638980883,50.646305123
60.19549594170759,66.46825033396945,52.0091351504
62.50316621952062,67.28252285189463,56.1887311446
67.72844620320998,71.13147272661628,62.4951451215
49.94397478516219,56.465726396586625,44.3979412286
57.218867266453564,60.56284687350934,48.0852196712
57.00661288019442,60.98398919599369,42.864600091
60.66367329539823,67.45460860648184,52.2931583021
62.71615650490626,68.17654796743096,72.0583374688
59.767014133841236,69.12752394091252,50.8904020038
81.91548714573862,78.19446258852298,73.6066016332
61.421891528326654,64.83284333139548,49.5635008591
59.92488128425113,60.9683134953552,45.0429030662
107.70216870907217,96.21330543627572,80.2387051252
69.60353428139193,69.40794596946166,47.5874214852
63.62594353061133,67.30962120246873,51.1320720955
60.34323030667302,61.1596392892711,51.0057255835
96.35356334210158,80.98990442755814,55.5573274642
69.57457203957121,69.73595778227512,51.3909991058
90.11347703118214,83.81743663041554,73.1259424958
63.51957367755079,69.27876144123155,50.787369674
61.85025118629904,67.70342324948253,49.9283091815
62.6888285623435,61.8049699185346,44.8863755673
57.28185827230651,60.97374823989885,43.9772240943
75.88373262716586,79.78627167037833,75.6740209014
59.1365942084333,65.1420203050475,47.1432737607
62.00494417473149,63.50303297562666,44.7494947361
58.62158604676747,63.693328408564874,50.8426814048
60.385493446371584,66.05366194282273,47.0899825904
80.1141752791246,80.8921119004823,69.8164640005
67.9594055303667,71.13467541835358,54.562608816
70.38506067650809,75.17882502333606,61.775652294
48.93874186055941,55.47602208940351,40.9098893749
86.30808346184384,82.2476974358723,62.6862581056
100,100,100
84.6413911340773,83.68695364969496,80.2821012215
59.529282555122464,62.4032203601351,45.2837916921
59.03995750723472,65.77462609005994,48.6571659401
65.9266272164014,67.78830465255264,54.4199676015
80.92018810862076,80.63755904108868,64.2703109513
61.45640517762496,66.44258704557105,51.5774152807
73.47526255421455,75.88047806307861,57.5060374033
72.742785053838,75.29122174427002,63.207818906
75.94622992754685,70.19846093324605,54.2407425703
56.34582244554927,61.75081545068881,50.5476713372
64.35038156855859,66.02027801764778,51.0855786554
80.66235554859968,75.70983802137972,54.5963015021
74.75695470414315,78.61805980260789,62.6509236856
63.29693913002351,67.41281684051268,49.4689347853
76.10076459092143,75.03344929904435,58.5663746388
60.431807431581284,64.12592466506524,51.0581490543
60.043396648796524,62.58450378772187,48.6630062748
66.07293469607079,73.03733586631783,67.8916003913
94.84126165265376,92.38599088931353,100.06121769
73.89978415150267,77.44569300550394,78.2845716865
82.4191011147822,84.82831864786249,75.0633935276
60.990730405574126,66.46457670152708,48.4291054597
70.33801335512959,73.77418658209912,57.3126020262
68.14683509496147,69.35641907308384,55.2850489586
53.80295916647696,60.02648031252848,41.5388789481
58.53502468668498,69.04033226056909,47.790729018
63.40564173879505,63.327505265816086,45.902866133
99.64418360740491,93.13296258048321,83.2313337291
56.256514132739554,60.66488859217003,43.4145652325
63.62594353061133,67.30962120246873,51.1320720955
45.79059845229443,57.51866532214059,38.0816485722
26.780971875368053,28.728832443312612,18.3513596325
69.23550787323578,71.21596357913178,61.4169224595
63.40564173879505,63.327505265816086,45.902866133
48.16249971701542,60.3850368959886,47.0118853318
26.77730314474742,25.337585745658743,16.8566961166
68.69383848099756,71.1435451916998,52.0460099138
63.55202068232929,71.83345902339202,55.6279107701
71.43394736002688,75.34022549434115,53.3405031018
67.03625970846441,70.96409019908612,56.3330412854
101.47178421290972,102.827066129633,73.5485767686
69.30976995167207,71.5408134522793,50.0361291461
67.25003643536127,73.51360851015303,59.5028679218
67.85235482424685,75.46257115907765,54.8077517151
69.99828011340202,79.59413602001977,70.3224288587
74.64457435803288,76.27010717623936,53.7506848887
30.688786310535104,34.64759839666458,21.0346201132
74.91852002957016,70.31589918067668,57.4187310454
24.49174431333509,29.74828518942355,19.9913409644
32.56687003684691,37.90958709358602,24.746766892
52.95760019893262,63.99808586777659,59.5901830357
29.92954857710184,32.445945420528055,19.4391409422
30.05675223120526,33.114551917661736,20.1863135659
40.84666829681392,37.81042003145447,21.5010124091
46.61604643816153,46.90003120643495,33.1296343768
50.94455271529219,49.65213981090061,30.3992836617
38.92681352767549,43.5946948846646,38.6732986051
39.34564026890852,37.43144165825356,25.0596503242
48.96562332871239,42.497177221492066,26.2617588984
41.37262216934642,40.342511201345886,29.3053612666
38.8696686304883,40.725956643158604,28.8399681189
53.01525528389244,49.707426073829815,41.7628096094
34.5259047799601,35.00674617351582,21.8154062113
38.64497982842827,40.56006869831651,32.6812934467
36.0540298441348,38.25500623407741,27.3908240688
48.22951011898012,44.079469871910376,27.43725737
62.142811674436246,62.42938910148287,41.7232990815
76.19456279144383,84.23295196338731,66.8409849419
57.3582346736582,53.50362293291538,36.6121643689
66.07293469607079,73.03733586631783,67.8916003913
56.863829543043266,51.32555272511989,43.5652595524
25.36223087534647,31.874681145769795,19.2011344624
99.64418360740491,93.13296258048321,83.2313337291
32.56687003684691,37.90958709358602,24.746766892
27.49775059219174,27.19825159545329,18.3209999307
22.78910897161072,28.689700007504765,19.5383329602
29.442080384356302,38.67694752936526,25.1228553421
107.18423304750367,96.37274340986252,84.2638598285
79.01797951955379,77.99409388215106,78.8939122838
22.1525738164436,22.861760420753114,13.297958447
25.05871606177066,23.906686470877585,14.7587518752
20.971959210318666,23.801483081699164,14.1881752904
27.49775059219174,27.19825159545329,18.3209999307
20.42877851671536,22.238193256667106,13.2235312193
25.375223712490886,24.66887339138668,16.1983935145
25.394415843379843,27.3640094479742,18.2473424366
27.211020021197314,27.615568926747873,16.6844964608
22.331154120319628,23.342562697354627,14.2621262373
27.370022423436367,29.56584907263681,20.003910834
25.585023162920713,23.393333347580125,14.185437439
23.796943773983134,23.67066342116773,15.2175621339
25.685950007590534,24.852003354120598,15.0345003309
24.379035737199363,25.22319966054421,15.735927191
24.898442825468713,24.04363090213249,14.6947056607
22.183129445717597,22.37197668452283,13.8058813012
23.84340595267347,24.481884765865967,15.3738778476
22.21216168145617,23.54429727241019,14.4075458997
25.375223712490886,24.66887339138668,16.1983935145
21.04643670657288,21.35119639022572,12.9071728643
22.921246580077256,22.513712153077346,12.9356315253
27.469084756865996,28.532166344661086,24.3306539474
25.511730731086267,22.816310317478823,13.9456147225
21.573352974307287,21.850173481441786,13.4539370269
22.91510521355099,24.53116803741021,14.7398939702
35.417140306915435,42.980408137187474,35.1205289994
26.65796597621623,26.725107008929488,17.5385155614
21.532660965894934,21.56541974449559,12.8493624133
24.735828258336593,23.723811843518483,14.2080762187
24.920777115677282,25.361362980028645,17.8264573682
21.083415396214114,26.048346020830554,15.2376650535
21.491429539647203,21.009224748418625,13.3533444331
39.59038362100099,36.33067760810047,21.8624723808
42.94875542700062,41.522067624895584,29.0134991284
28.362946897733188,26.13449212086372,16.0140191632
35.96122214226196,34.901028775612254,21.4494475799
35.99171108687169,31.569298827303648,19.2629126705
46.38682221101425,41.1075119974374,26.5778008108
43.023979754841065,36.751337765454615,22.6539275651
48.285759765603295,41.43529816677942,25.8413618876
42.75233255877512,36.732523569409494,21.7657718611
75.0798376227396,76.51886433979661,50.4583017571
68.51282549295917,74.51956902213678,49.4066411734
75.0798376227396,76.51886433979661,50.4583017571
81.67374127980347,85.5918509157817,53.6233549369
87.19776312503303,86.67042646412803,62.8270190121
72.35652989476394,74.98824088615899,59.2382379624
57.80876295664977,64.3053917764759,54.4599021473
62.692927853095966,70.90127302340305,53.6829180414
24.060078995092322,30.558030661112216,21.1127069656
25.553577334493472,31.704471742500278,21.7881022814
38.757541378346374,51.452464642291915,46.347607369
53.431208829731204,43.275975673684194,26.654246966
44.639712527791566,42.43823561207336,24.8921983243
49.54214745841709,43.06326791134662,28.2015925233
33.33000654799939,35.58490516129974,23.1721500665
56.978714253881016,59.776696249602736,44.659564282
25.048034382813245,22.51923806946859,13.1684985491
27.915638860919213,31.57635948591256,18.9656338581
63.40564173879505,63.327505265816086,45.902866133
53.556037331853126,69.47893747433494,53.195488566
70.07219877522053,79.56338701402387,61.2366658056
55.13896232622012,71.7447772881937,57.76290063
66.82228341925902,72.82566780440416,51.456627761
55.7467662467544,61.07141287983359,44.4068534369
68.28241772691628,77.83824914434624,57.3794901778
68.65094996542169,74.32961907935476,57.9236446083
74.5911345373249,89.55088491314636,78.582423412
45.505051113893884,41.16524052761786,24.903311293
26.82864294501509,32.25140294579096,19.4307509403
35.785097126336126,37.63413488728648,25.1103058933
60.98460699539775,56.473731133854066,42.4317711971
30.900362968202614,38.0752405516375,27.4364260845
34.030641587171466,39.14736595391091,28.8202656717
29.661032493702717,35.54162812421394,22.6279073099
29.661032493702717,35.54162812421394,22.6279073099
69.23550787323578,71.21596357913178,61.4169224595
63.40564173879505,63.327505265816086,45.902866133
22.331154120319628,23.342562697354627,14.2621262373
29.810362803325425,35.1638784524488,22.5994548497
28.82003005464445,40.69595680539679,26.2267390582
57.23785633309717,69.66510120484394,60.91355926
74.44505767913029,78.69175588487997,66.3645205075
78.97363706475836,70.17401661375962,44.8902231876
95.03892054358292,78.26902278134474,49.0454741105
95.54456065262067,81.71542278163571,56.5032661125
37.521216830795524,33.62850267626309,22.1958075176
74.32952579974487,63.62933464238392,49.097617347
67.77106671298985,57.345242768754844,34.4768988002
74.32952579974487,63.62933464238392,49.097617347
39.34564026890852,37.43144165825356,25.0596503242
56.89295703458791,53.9416609715093,40.6685137532
48.51469028027789,43.24831471927558,28.1490564918
49.730527311705515,46.06916032341489,30.6329118503
94.84126165265376,92.38599088931353,100.06121769
76.19456279144383,84.23295196338731,66.8409849419
63.40564173879505,63.327505265816086,45.902866133
39.96501429354274,39.7525643700744,26.7213317135
82.09669166157386,82.59220365012901,74.668018824
39.96501429354274,39.7525643700744,26.7213317135
39.537367269175604,38.992876189356764,27.8687732345
53.01525528389244,49.707426073829815,41.7628096094
82.09669166157386,82.59220365012901,74.668018824
62.50316621952062,67.28252285189463,56.1887311446
29.66334574273852,37.63572442582743,24.4212478286
73.84853222216319,74.80548892460757,49.7701640241
65.3276203505211,75.93936575952851,54.255851505
68.40148318416193,76.86926844538588,52.4662147508
73.4345708477481,78.23331470313805,54.5920684951
63.88614506983903,69.24617480860756,52.1013833026
58.905621584081516,65.49087715673315,43.7997665295
27.900366029727834,33.535671771975615,22.6143662203
57.31248157562732,71.48501906759186,49.5140084193
66.1657818982263,76.57035235436813,55.0501807389
59.339290996109725,74.00951247430045,50.5936303803
56.36844575230619,69.5870902224175,49.0490189455
56.36844575230619,69.5870902224175,49.0490189455
29.126857201905448,36.244563255644984,22.3221854905
22.951832245638254,26.005459384489964,17.6808703886
29.726205028341912,35.71090738673398,21.7560443223
30.893243348072332,39.06906316296206,24.8588582556
30.32221494400311,36.57015805085475,21.0899672553
28.1218349146,34.555597647234606,20.5295551141
29.2013338314855,34.01164672487358,20.2834278211
28.23279827177037,33.52597715021551,20.4884173086
30.62089266421409,36.19801909194993,22.6780640707
29.09191783023774,34.87065456424627,20.8267017483
34.284575405347454,40.43286738129995,27.2502398039
25.524797384700342,30.533234677906545,18.8338303972
33.23961048870024,38.84970566321756,24.3477424927
63.88614506983903,69.24617480860756,52.1013833026
41.1115967595722,51.49752868519646,29.8234668427
36.48397398532378,45.135347680518365,27.2843250755
49.745180726893786,53.755740808135954,33.1326118048
41.78250362426944,50.64009814875331,31.6702192939
34.94995649020803,43.40678519368036,25.5705644473
45.28539967263631,53.01918710899637,32.8667008815
42.82866243361138,51.67460820470763,34.1128026079
46.09148330587603,55.80748623368243,35.4245950056
46.09148330587603,55.80748623368243,35.4245950056
44.56153352560501,58.3678451022014,43.4795863457
57.3022818795196,64.89857090298538,42.5848017085
38.02629558822444,45.133440573123366,32.1729866181
31.822704490277708,39.83892463055297,26.9829740425
38.67088898405176,43.164840262379364,28.5678189752
36.01661973989373,41.334632950542364,26.2363967837
35.88407637174808,44.13937376504581,28.7347721947
38.15728276678749,44.86278151149652,29.8360670558
40.778352336568204,48.6146235255431,37.1486794974
67.5477970534105,81.78447204212502,54.2460667368
60.16655114786502,80.15175721229608,56.9369777015
65.59192950266977,85.81151474299655,67.8245253687
56.08005343731958,77.77337312910569,52.3296976816
64.8716467274331,83.31150677332305,54.0545866494
37.28974898639773,52.97874737488396,36.0591753271
62.50316621952062,67.28252285189463,56.1887311446
25.394415843379843,27.3640094479742,18.2473424366
64.23538625761303,68.0113205475039,58.7789006642
66.15211335305644,71.74849496326613,49.421094231
59.96587371023807,73.20355091621589,53.5819826486
